Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
W. DON|NELSON|99FIS01547|2000-01-31|LINCOLN CITY LIBRARY          |136 SOUTH 13TH STREET                   ||B
W. DON|NELSON|99FIS01547|2000-01-31|CLASS.COM                     |411 SOUTH 13TH STREET                   ||B
W. DON|NELSON|99FIS01547|2000-01-31|NE STATE DEMOCRATIC PARTY     |985 SOUTH 27TH STREET                   ||B
W. DON|NELSON|99FIS01547|2000-01-31|UNION BANK                    |LINCOLN                                 ||F
W. DON|NELSON|99FIS01547|2000-01-31|DAIN RAUSCHER                 |LINCOLN                                 ||S
W. DON|NELSON|99FIS01547|2000-01-31|GARY HOEBELHEINRICH           |BROKER/OFFICE MANAGER                   ||S
W. DON|NELSON|99FIS01547|2001-03-14|SMITH HAYES FINANCIAL SER     |1225 L ST, SUITE 200                    ||I
W. DON|NELSON|99FIS01547|2001-03-14|EQUITY FUND OF NEBRASKA,      |2716 S 11TH STREET                      ||B
W. DON|NELSON|99FIS01547|2001-03-14|LINC CITY LIBRARY FOU         |136 SOUTH 13TH STREET                   ||B
W. DON|NELSON|99FIS01547|2001-03-14|CLASS.COM                     |411 SOUTH 13TH STREET                   ||B
W. DON|NELSON|99FIS01547|2001-03-14|NE STATE DEMOCRATIC PARTY     |985 SOUTH 27TH STREET                   ||B
W. DON|NELSON|99FIS01547|2001-03-14|DAIN RAUSCHER                 |                                        ||S
W. DON|NELSON|99FIS01547|2001-03-14|GARY HOEBELHEINRICH           |BROKER/OFFICER MANAGER                  ||S
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|EXECUTIVE SECRETERY           |                                        ||I
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|FARMING SALINE COUNTY NE      |                                        ||I
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|FARMERS & MERCHANTS BANK      |WILBER NE                               ||F
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|NE STATE EMPLOYEES C.U.       |LINCOLN NE                              ||F
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|FIRST FEDERAL SAVING          |LINCOLN NE                              ||F
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|GMAC                          |                                        ||C
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|COSS COUNTY BANK              |PLATTSMOUTH NE                          ||C
DENNIS|OELSCHLAGER|99FIS01561|2000-03-31|FARMERS & MERCHANTS           |WILBER NE                               ||C
ROBERT|PETERSEN|99FIS01582|2000-03-09|CENTRAL NE P.P. & IRRIGAT     |PO BOX 740 HOLDREGE NE                  ||I
ROBERT|PETERSEN|99FIS01582|2000-03-09|NORTH PLATTE ELKS LODGE       |PO BOX 1093 NORTH PLATTE NE             ||I
ROBERT|PETERSEN|99FIS01582|2000-03-09|LINCOLN CO CHAPTER RED CR     |NORTH PLATTE NE                         ||B
ROBERT|PETERSEN|99FIS01582|2000-03-09|NORTHWESTERN PUBLIC SVCS      |                                        ||S
ROBERT|PETERSEN|99FIS01582|2000-03-09|UNITED NEBRASKA BANK          |PO BOX 220 NORTH PLATTE NE              ||F
ROBERT|PETERSEN|99FIS01582|2000-03-09|NE ENERGY FEDERAL C.U.        |1414 15TH ST COLUMBUS NE                ||F
ROBERT|PETERSEN|99FIS01582|2000-03-09|FIRST NATIONAL BANK           |PO BOX 10 NORTH PLATTE NE               ||F
ROBERT|PETERSEN|99FIS01582|2001-03-23|CENTRAL NE PPD                |                                        ||I
ROBERT|PETERSEN|99FIS01582|2001-03-23|NORTH PLATTE ELKS #985        |                                        ||I
JAMES|WILEY|99FIS01711|2000-03-23|STATE EMPLOYEE CREDIT UNI     |16TH & L LINCOLN NE                     ||F
JAMES|WILEY|99FIS01711|2000-03-23|TEXACO                        |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|AT&T                          |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|GENERAL ELECTRIC              |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|LUCENT TECHNOLOGY             |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|PAIRGAIN TECHNOLOGY           |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|CREATIVE MIROBIOLOGICALS      |                                        ||S
BONNIE|ZIEMANN|99FIS01730|1999-05-12|NEBRASKA ENERGY OFFICE        |1111 O ST., STE. 223  LINCOLN,          ||I
BONNIE|ZIEMANN|99FIS01730|1999-05-12|FIRST FEDERAL LINCOLN         |LINCOLN, NE                             ||F
ORIN|ACKERMAN|99FIS01759|2000-02-17|HAGEDORN MOTORS               |WEST POINT NE                           ||I
ORIN|ACKERMAN|99FIS01759|2000-02-17|WALMART                       |                                        ||S
ORIN|ACKERMAN|99FIS01759|2000-02-17|CONTINETAL GENERAL LIFE       |                                        ||S
GLEN|BARNER|99FIS01809|2000-02-07|SELF EMPLOYED                 |                                        ||I
GLEN|BARNER|99FIS01809|2000-02-07|BANK OF STAPLETON             |STAPLETON NE 69163                      ||F
COLENE|BOYLE|99FIS01868|2000-02-28|COUNTY OF DAKOTA              |DAKOTA CITY NE                          ||I
COLENE|BOYLE|99FIS01868|2000-02-28|SELF EMPLOYED                 |                                        ||I
COLENE|BOYLE|99FIS01868|2000-02-28|NEBRASKA STATE BANK           |PO BOX 37 S SIOUX CITY NE               ||F
EDWARD|BRINK|99FIS01878|1999-06-16|CASS COUNTY ATTORNEY          |CASS COUNTY, NE                         ||I
EDWARD|BRINK|99FIS01878|1999-06-16|LEGAL SERVICES OF SE NEBR     |825 TERMINAL BLDG.  LINCOLN, N          ||B
EDWARD|BRINK|99FIS01878|1999-06-16|CASS COUNTY BANK              |2020 W. 8TH AVE.  PLATTSMOUTH,          ||F
EDWARD|BRINK|99FIS01878|1999-06-16|EAGLE STATE BANK              |600 SO. 4TH  EAGLE, NE                  ||F
EDWARD|BRINK|99FIS01878|1999-06-16|U S BANK                      |801 GALVIN RD. SO.  BELLEVUE,           ||F
EDWARD|BRINK|99FIS01878|1999-06-16|U.S. GOV'T.                   |SERIES E BONDS                          ||S
DONALD|BROWN|99FIS01882|1999-05-06|BROWN COUNTY SHERIFF          |                                        ||I
DONALD|BROWN|99FIS01882|1999-05-06|FIRST NATIONAL BANK OF AI     |317 N. MAIN  AINSWORTH, NE              ||F
DONALD|BROWN|99FIS01882|1999-05-06|COMMERCIAL FED. MORT. COR     |P.O. BOX 1103  OMAHA, NE                ||C
DUANE|CHASE|99FIS01924|2000-02-17|DIXON  COUNTY                 |                                        ||I
DUANE|CHASE|99FIS01924|2000-02-17|SECURITY NATIONAL BANK        |                                        ||I
DUANE|CHASE|99FIS01924|2000-02-17|EDWARD D JONES                |                                        ||I
DUANE|CHASE|99FIS01924|2000-02-17|ALLEN COMMUNITY CLUB          |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|ALLEN DEVELOPMENT GROUP       |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|UNITED METHODIST CHURCH       |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|CEMETERY BOARD                |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|AMERICAN LEGION               |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|VFW                           |                                        ||B
DUANE|CHASE|99FIS01924|2000-02-17|SECURITY NATIONAL BANK        |ALLEN NEBRASKA 68710                    ||F
DUANE|CHASE|99FIS01924|2000-02-17|EDWARD JONES                  |WAYNE, NEBRASKA 68787                   ||F
DUANE|CHASE|99FIS01924|2000-02-17|WALMART                       |                                        ||S
DUANE|CHASE|99FIS01924|2000-02-17|COCA COLA                     |                                        ||S
DUANE|CHASE|99FIS01924|2000-02-17|GATEWAY                       |                                        ||S
DUANE|CHASE|99FIS01924|2000-02-17|JABIL                         |                                        ||S
DUANE|CHASE|99FIS01924|2000-02-17|MID AMERICAN ENERGY           |                                        ||S
DUANE|CHASE|99FIS01924|2000-02-17|SECURITY NATIONAL BANK        |ALLEN NEBRASKA 68710                    ||C
RONALD|COLLING|99FIS01948|1999-05-05|POLK COUNTY ATTORNEY          |OSCEOLA, NE                             ||I
RONALD|COLLING|99FIS01948|1999-05-05|OSCEOLA DEVELOP. CORP.        |                                        ||B
RONALD|COLLING|99FIS01948|1999-05-05|OSCEOLA LIONS CLUB            |                                        ||B
RONALD|COLLING|99FIS01948|1999-05-05|KNIGHTS OF COLUMBUS           |SHELBY-OSCEOLA                          ||B
RONALD|COLLING|99FIS01948|1999-05-05|FIRST NATIONAL BANK           |OSCEOLA, NE                             ||F
RONALD|COLLING|99FIS01948|1999-05-05|TRANSCRIPT STOCK              |                                        ||S
RONALD|COLLING|99FIS01948|1999-05-05|INACOM STOCK                  |                                        ||S
RONALD|COLLING|99FIS01948|1999-05-05|FIRST NATIONAL BANK           |OSCEOLA, NE                             ||C
GARY|DEVALL|99FIS01995|2003-02-28|HOLT COUNTY                   |                                        ||I
GARY|DEVALL|99FIS01995|2003-02-28|AGRICULTURAL RENTAL           |N1/2 OF 17-31-11                        ||I
GARY|DEVALL|99FIS01995|2003-02-28|PINNACLE BANK                 |                                        ||F
GARY|DEVALL|99FIS01995|2003-02-28|PINNACLE BANK                 |                                        ||C
LESTER|DUGGER|99FIS02027|2000-03-03|RETIREMENT PENSION            |                                        ||I
LESTER|DUGGER|99FIS02027|2000-03-03|SOCIAL SECURITY               |                                        ||I
LESTER|DUGGER|99FIS02027|2000-03-03|VALLEY BANK & TRUST           |GERING NE                               ||F
LESTER|DUGGER|99FIS02027|2000-03-03|AMERICAN FUNDS                |                                        ||S
PATRICK|DUNCAN|99FIS02029|2000-01-10|DUNCAN ,DUNCAN, JELKIN WA     |BOX 207 FRANKLIN NE 68939               ||I
PATRICK|DUNCAN|99FIS02029|2000-01-10|FRANKLIN COUNTY               |COUNTY COURTHOUSE FRANKLIN NE           ||I
PATRICK|DUNCAN|99FIS02029|2000-01-10|FRANKLIN STATE BANK           |1502 M ST FRANKLIN NE                   ||F
PATRICK|DUNCAN|99FIS02029|2000-01-10|SOUTH CENTRAL STATE BANK      |600 15TH AVE FRANKLIN NE                ||F
TED|EICHENBERGER|99FIS02047|1999-05-04|RANCHING                      |HC82, BOX 4  SPRINGVIEW, NE             ||I
TED|EICHENBERGER|99FIS02047|1999-05-04|T. & T. REPAIR                |HC82, BOX 4  SPRINGVIEW, NE             ||I
TED|EICHENBERGER|99FIS02047|1999-05-04|SEVENTH-DAY ADVENTIST CHU     |                                        ||B
TED|EICHENBERGER|99FIS02047|1999-05-04|ROGERS CEMETARY BOARD         |                                        ||B
TED|EICHENBERGER|99FIS02047|1999-05-04|COMMERCIAL NATIONAL BANK      |P.O. BOX 189  SPRINGVIEW, NE            ||F
TED|EICHENBERGER|99FIS02047|1999-05-04|FARM CREDIT SERVICES          |P.O. BOX 116  VALENTINE, NE             ||F
TED|EICHENBERGER|99FIS02047|2000-03-16|RANCH                         |HC 82 BOX 4 SPRINGVIEW NE               ||I
TED|EICHENBERGER|99FIS02047|2000-03-16|T&T REPAIR                    |                                        ||I
L. PATRICK|ENGEL|99FIS02063|2000-04-07|ALEC (1997)                   |                                        ||G
L. PATRICK|ENGEL|99FIS02063|2000-04-07|NE EPSCOR  (1997)             |                                        ||G
ROBERT|PETERSEN|99FIS01582|2001-03-23|LINCOLN CO. CHAP-RED CROS     |                                        ||B
ROBERT|PETERSEN|99FIS01582|2001-03-23|TWIN PLATTE NATRL. RES. D     |                                        ||B
ROBERT|PETERSEN|99FIS01582|2001-03-23|FIRST NATIONAL BANK           |                                        ||F
ROBERT|PETERSEN|99FIS01582|2001-03-23|UNITED NEBRASKA BANK          |                                        ||F
ROBERT|PETERSEN|99FIS01582|2001-03-23|NE ENERGY FED. CRED. UNIO     |                                        ||F
EARL|RADEMACHER|99FIS01598|1999-05-03|KEARNEY AREA COMM. FOUND.     |1007 2ND AVE.  KEARNEY, NE              ||B
EARL|RADEMACHER|99FIS01598|1999-05-03|GOOD SAMARITAN HOSPITAL F     |10 E. 31ST STREET  KEARNEY, NE          ||B
EARL|RADEMACHER|99FIS01598|1999-05-03|KEARNEY TROLLEYS, INC.        |1007 2ND AVE.  KEARNEY, NE              ||B
EARL|RADEMACHER|99FIS01598|1999-05-03|YANNEY HERITAGE PORK FOUN     |P.O. BOX 607  KEARNEY, NE               ||B
EARL|RADEMACHER|99FIS01598|1999-05-03|FIRST NATIONAL BANK           |21 W. 21ST STREET  KEARNEY, NE          ||F
EARL|RADEMACHER|99FIS01598|1999-05-03|KEARNEY STATE BANK            |31ST STREET & 2ND AVE.  KEARNE          ||F
EARL|RADEMACHER|99FIS01598|1999-05-03|SHERMAN COUNTY BANK           |LOUP CITY, NE  68853                    ||F
EARL|RADEMACHER|99FIS01598|1999-05-03|COLLEGE RETIREMENT EQUITI     |730 THIRD AVE.  NEW YORK, NY            ||I
EARL|RADEMACHER|99FIS01598|1999-05-03|TEACHER'S INSURANCE & ANN     |730 THIRD AVE.  NEW YORK, NY            ||I
EARL|RADEMACHER|99FIS01598|1999-05-03|SOCIAL SECURITIES ADMINIS     |601 EAST 12TH ST.  KANSAS CITY          ||I
EARL|RADEMACHER|99FIS01598|1999-05-03|SHERMAN CO. FSA OFFICE        |P.O. BOX 506  LOUP CITY, NE             ||I
EARL|RADEMACHER|99FIS01598|1999-05-03|IGF INSURANCE                 |DES MOINES, IA                          ||I
RICHARD|REIMAN|99FIS01605|2000-04-04|STRIPES UNLIMITED             |                                        ||I
RICHARD|REIMAN|99FIS01605|2000-04-04|NORWEST BANK                  |                                        ||F
RICHARD|REIMAN|99FIS01605|2000-04-04|WESTGATE BANK                 |                                        ||F
ROBERT|SHANAHAN|99FIS01643|2000-04-03|NE DEPT. OF LABOR             |                                        ||I
ROBERT|SHANAHAN|99FIS01643|2000-04-03|IRENE ENGLAND ESTATE          |                                        ||I
ROBERT|SHANAHAN|99FIS01643|2000-04-03|AARDVARK INVESTMENT CLUB      |                                        ||I
ROBERT|SHANAHAN|99FIS01643|2000-04-03|DREYFUSS WORLDWIDE            |                                        ||I
ROBERT|SHANAHAN|99FIS01643|2000-04-03|FIDELITY US GOV. RESERVES     |                                        ||I
ROBERT|SHANAHAN|99FIS01643|2000-04-03|CAPITAL HUMANE SOCIETY        |                                        ||B
ROBERT|SHANAHAN|99FIS01643|2000-04-03|FIRST FEDERAL LINCOLN         |                                        ||F
ROBERT|SHANAHAN|99FIS01643|2000-04-03|LABOR DEPT. CREDIT UNION      |                                        ||F
ROBERT|SHANAHAN|99FIS01643|2000-04-03|EDWARD JONES CO               |                                        ||F
ROBERT|SHANAHAN|99FIS01643|2000-04-03|GENERAL ELECTRIC              |                                        ||S
ROBERT|SHANAHAN|99FIS01643|2000-04-03|FIRST UNION MORTGAGE          |                                        ||C
KAREN|SHORTRIDGE|99FIS01649|2000-04-04|NE DEPT. OF CORRECTIONS       |                                        ||I
KAREN|SHORTRIDGE|99FIS01649|2000-04-04|NE STATE EMPL. CREDIT UNI     |                                        ||I
KAREN|SHORTRIDGE|99FIS01649|2000-04-04|HARTFORD                      |                                        ||I
KAREN|SHORTRIDGE|99FIS01649|2000-04-04|NORWEST BANK                  |                                        ||F
LEROY|SIEVERS|99FIS01653|2000-01-25|IMS CORP                      |603 L ST LINCOLN NE                     ||I
LEROY|SIEVERS|99FIS01653|2000-01-25|ALLIANCE N AM GOVT TRUST      |PO BOX 520 SECAUCUS NJ 07096            ||I
LEROY|SIEVERS|99FIS01653|2000-01-25|STATE OF NE-WATER RESOURC     |PO BOX 94676 LINCOLN NE                 ||I
LEROY|SIEVERS|99FIS01653|2000-01-25|NE ADVOCACY SVCS INC          |522 LINCOLN CENTER BLDG                 ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|CORNHUSKER COUNCIL BSA        |PO BOX 82467 LINCOLN NE                 ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|LINCOLN BAR ASS.              |PO BOX 830902 LINCOLN NE                ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|COTTONWOOD INC                |BLAIR NE                                ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|PROFESSIONAL LIFE & CASUA     |411 S WELLS # 300 CHICAGO IL            ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|PEPSI CO                      |PO BOX 11258 NY NY 10286                ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|BACKACRES                     |                                        ||B
LEROY|SIEVERS|99FIS01653|2000-01-25|COMMERCIAL FED BANK           |13TH & O ST LINCOLN NE                  ||F
LEROY|SIEVERS|99FIS01653|2000-01-25|UNION BANK & TRUST            |3643 S 48TH ST LINCOLN NE               ||F
LEROY|SIEVERS|99FIS01653|2000-01-25|PHOENIX HOME LIFE MUTUAL      |                                        ||S
LEROY|SIEVERS|99FIS01653|2000-01-25|EQUITABLE LIFE                |                                        ||S
LEROY|SIEVERS|99FIS01653|2000-01-25|STATE OF NE EMPLOYEES RET     |                                        ||S
LEROY|SIEVERS|99FIS01653|2000-01-25|PHOENIX MUTUAL LIFE INSUR     |                                        ||S
LEROY|SIEVERS|99FIS01653|2000-01-25|PRINCIPAL RESIDENTIAL MOR     |                                        ||C
LEONARD|SLOUP|99FIS01655|2000-03-28|AMERICAN FUNDS GROUP          |BOX 659522 SAN ANTONIO TX               ||I
LEONARD|SLOUP|99FIS01655|2000-03-28|SAVINGS BONDS                 |                                        ||I
LEONARD|SLOUP|99FIS01655|2000-03-28|PINNACLE BANK                 |BOX 29769 LINCOLN NE                    ||F
LEONARD|SLOUP|99FIS01655|2000-03-28|AMERICAN FUNDS                |BOX 659522 SAN ANTONIO TX               ||F
LEONARD|SLOUP|99FIS01655|2000-03-28|FRANKLIN TEMPLETON FUNDS      |BOX 2258 RANCHO CORDOVA CA              ||F
LEONARD|SLOUP|99FIS01655|2000-03-28|FIRST COMMERCE BANCSHARES     |10 COMMERCE DR CRANFORD NJ              ||F
LEONARD|SLOUP|99FIS01655|2000-03-28|JANUS FUNDS                   |BOX 173375 DENVER CO                    ||F
LEONARD|SLOUP|99FIS01655|2000-03-28|WEITZ PARTNERS FUND           |1125 S 103 OMAHA NE                     ||F
W. WAYNE|TETEN|99FIS01685|2000-02-24|TETEN FARM                    |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|AETNA                         |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|HARTFORD                      |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|MASS MUTUAL                   |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|AMERITAS                      |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|NE DEPT OF ROADS              |                                        ||I
THOMAS|WAIS|99FIS01697|2000-02-25|NORWEST BANK                  |19TH & DOUGLAS OMAHA NE                 ||F
THOMAS|WAIS|99FIS01697|2000-02-25|MUTUAL FUNDS                  |                                        ||S
THOMAS|WAIS|99FIS01697|2000-02-25|AMERICAN FUNDS                |                                        ||S
THOMAS|WAIS|99FIS01697|2000-02-25|VAN KEMPEER                   |                                        ||S
THOMAS|WAIS|99FIS01697|2000-02-25|AIM                           |                                        ||S
JAMES|WILEY|99FIS01711|2000-03-23|US BANK                       |13TH & M LINCOLN NE                     ||F
JAMES|WILEY|99FIS01711|2000-03-23|NORWEST                       |27TH & HWY 2 LINCOLN NE                 ||F
ROBERT|HANS|99FIS00658|1999-08-30|ORACLE CORP.                  |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|PROCTER & GAMBLE CO.          |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|SCHERING PLOUGH CORP.         |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|SEAGATE TECHNOLOGY, INC.      |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|3 COM CORP.                   |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|TRANSCRIPT INT'L., INC.       |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|IVY INTERNATIONAL             |(MUTUAL FUND)                           ||S
ROBERT|HANS|99FIS00658|1999-08-30|PIONEER EUROPE                |(MUTUAL FUND)                           ||S
ROBERT|HANS|99FIS00658|1999-08-30|AMGREN                        |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|ARTERIAL VASCULAR ENGINEE     |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|STATE OF NEBRASKA             |BOX 94664  LINCOLN, NE                  ||I
ROBERT|HANS|99FIS00658|1999-08-30|CITY OF LINCOLN               |555 SO. 10TH  LINCOLN, NE               ||I
ROBERT|HANS|99FIS00658|1999-08-30|GUARANTEE LIFE INSURANCE      |OMAHA, NE                               ||I
ROBERT|HANS|99FIS00658|1999-08-30|IRA-KIRKPATRICK PETTIS        |LINCOLN-OMAHA                           ||I
ROBERT|HANS|99FIS00658|1999-08-30|AGCO CORP.                    |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|LEVEL 3 COMMUNICATIONS        |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|NPS PHARMACEUTICAL            |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|VISHAY INTERTECHNOLOGY        |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|SUN MICROSYSTEMS              |                                        ||S
ROBERT|HANS|99FIS00658|1999-08-30|BOEING CO.                    |                                        ||S
O. DALE|FRENCH|99FIS00751|2000-04-03|PINNACLE BANK                 |                                        ||F
TED|HILLMAN|99FIS00769|1999-11-22|STATE OF NE                   |LINCOLN NE                              ||I
TED|HILLMAN|99FIS00769|1999-11-22|HILLMAN CARPET INSTALLATI     |612 JONES WYNOT NE 68792                ||B
TED|HILLMAN|99FIS00769|1999-11-22|CEDAR SECURITY BANK           |                                        ||F
TED|HILLMAN|99FIS00769|1999-11-22|BANK OF LINDSAY               |                                        ||F
TED|HILLMAN|99FIS00769|1999-11-22|CEDAR SECURITY BANK           |                                        ||C
TED|HILLMAN|99FIS00769|1999-11-22|WYNOT PUBLIC SCHOOL           |PO BOX 157 WYNOT NE 68792               ||I
TED|HILLMAN|99FIS00769|1999-11-22|STATE OF SOUTH DAKOTA         |PIERRE SD                               ||I
TED|HILLMAN|99FIS00769|1999-11-22|CEDAR COUNTY                  |90 COURTHOUSE HARLINGTON NE             ||I
JAMES|MCNALLY|99FIS00797|1999-06-24|CITY OF NELIGH CO. ATT.       |P.O. BOX 97  NELIGH, NE                 ||I
JAMES|MCNALLY|99FIS00797|1999-06-24|WARDS HOME APPLIANCE          |ELGIN, NE  68633                        ||I
JAMES|MCNALLY|99FIS00797|1999-06-24|MCNALLY LAW OFFICE            |(VARIOUS CLIENTS)  NELIGH, NE           ||I
JAMES|MCNALLY|99FIS00797|1999-06-24|POPE JOHN HIGH SCHOOL         |BOARD OF ED.  ELGIN, NE                 ||B
JAMES|MCNALLY|99FIS00797|1999-06-24|FIRST UNITED BANK             |NELIGH, NE  68756                       ||F
JAMES|MCNALLY|99FIS00797|1999-06-24|BANK OF ELGIN                 |ELGIN, NE  68636                        ||F
JAMES|MCNALLY|99FIS00797|1999-06-24|ALBION NATIONAL BANK          |ALBION, NE                              ||F
ROBERT|SMITH|99FIS00900|1999-06-28|RETIRED FARMER-FARM INCOM     |                                        ||I
ROBERT|SMITH|99FIS00900|1999-06-28|SOCIAL SECURITY               |                                        ||I
JOAN|ALBIN|99FIS01181|2001-03-16|TRINITY EPISCOPAL CHURCH      |111 SOUTH 9TH STREET                    ||B
JOAN|ALBIN|99FIS01181|2001-03-16|FIRST FEDERAL LINCOLN         |400 BRAASCH                             ||F
JOAN|ALBIN|99FIS01181|2001-03-16|COMMERCIAL FEDERAL            |602 NORFOLK AVENUE                      ||F
JOAN|ALBIN|99FIS01181|2001-03-16|WELLS FARGO                   |227 NORFOLK AVENUE                      ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|STATE OF NE DEPT OF LABOR     |550 S 16 LINCOLN NE                     ||I
ALLAN|AMSBERRY|99FIS01185|2000-03-08|PROPERTY                      |                                        ||I
ALLAN|AMSBERRY|99FIS01185|2000-03-08|DEPT OF LABOR CREDIT UNIO     |550 S 16TH LINCOLN NE                   ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|AG EDWARDS                    |LINCOLN NE                              ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|FIRST FEDERAL LINCOLN         |LINCOLN NE                              ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|WEST GATE BANK                |LINCOLN NE                              ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|US BANK                       |LINCOLN NE                              ||F
ALLAN|AMSBERRY|99FIS01185|2000-03-08|WADDELL REED                  |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|PFIZER INC                    |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|TRANSCRIPT INTERNATIONAL      |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|VTEL                          |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|OPPD                          |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|NE GROWTH FUND                |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|NEB HELP INC                  |                                        ||S
ALLAN|AMSBERRY|99FIS01185|2000-03-08|US SAVINGS BONDS              |                                        ||S
LARRY|BARE|99FIS01202|2000-01-18|STATE OF NE                   |GOVERNOR OFFICE                         ||I
LARRY|BARE|99FIS01202|2000-01-18|LINCOLN PUBLIC SCHOOLS        |5901 O ST LINCOLN NE 68510              ||I
LARRY|BARE|99FIS01202|2000-01-18|STATE OF NE                   |GOVERNOR OFFICE                         ||B
LARRY|BARE|99FIS01202|2000-01-18|LINCOLN PUBLIC SCHOOLS        |5901 O ST LINCOLN NE 68510              ||B
LARRY|BARE|99FIS01202|2000-01-18|US BANK                       |233 S 13  LINCOLN NE 68508              ||F
LARRY|BARE|99FIS01202|2000-01-18|COMMERCIAL FED BANK           |BOX 1103 OMAHA NE 68101                 ||F
LARRY|BARE|99FIS01202|2000-01-18|STATE EMPLOYEE C.U.           |301 S 13 LINCOLN NE 68508               ||F
LARRY|BARE|99FIS01202|2000-01-18|AG EDWARDS                    |121 S 13 LINCOLN NE 68501               ||F
LARRY|BARE|99FIS01202|2000-01-18|COMMERICAL FED BANK           |BOX 1103 OMAHA NE 68101                 ||C
LARRY|BARE|99FIS01202|2000-01-18|US BANK                       |233 S 13 LINCOLN NE 68501               ||C
WILLIAM|BERNDT|99FIS01221|1999-05-17|LAB INTERLINK                 |1011 SO. SADDLE CREEK RD.  OMA          ||I
WILLIAM|BERNDT|99FIS01221|1999-05-17|LAB INTERLINK                 |1011 SO. SADDLE CREEK  OMAHA,           ||B
WILLIAM|BERNDT|99FIS01221|1999-05-17|U.S. BANK                     |1700 FARNAM ST.  OMAHA, NE              ||F
WILLIAM|BERNDT|99FIS01221|1999-05-17|IDS                           |                                        ||S
WILLIAM|BERNDT|99FIS01221|1999-05-17|FIDELITY                      |                                        ||S
FORREST|CHAPMAN|99FIS01268|2001-03-07|STATE OF NE                   |                                        ||I
FORREST|CHAPMAN|99FIS01268|2001-03-07|BERKSHIRE HATHAWAY            |                                        ||I
FORREST|CHAPMAN|99FIS01268|2001-03-07|STAE OF NE                    |                                        ||B
FORREST|CHAPMAN|99FIS01268|2001-03-07|PINNACLE BANK                 |5651 S 59TH                             ||F
FORREST|CHAPMAN|99FIS01268|2001-03-07|STATE EMPLOYEES CREDIT UN     |16 TH & M                               ||F
FORREST|CHAPMAN|99FIS01268|2001-03-07|HOUSE MORTGAGE                |                                        ||C
G. DANIEL|CILLESSEN|99FIS01272|2001-03-16|NE HEALTH & HUMAN SERVICE     |EMPLOYEE                                ||I
