Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|Report ID|PAC Name
JOHN HENRY'S PLUMBING, HEATING CO.|99CON00807|2004-09-27|CORIEJ  |2004-09-23|2004-09-22|6840205|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1990-05-21|1990-05-21|3180070|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1990-09-07|1901-01-01|3230171|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1990-11-05|1990-11-05|3300018|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1991-09-04|1991-09-03|3520009|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1991-11-07|1991-11-05|3520245|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-01-17|1992-01-16|3550010|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-02-25|1992-02-25|3600242|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-04-06|1992-04-06|3690165|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-07-17|1992-07-17|3760053|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-11-13|1992-11-16|3810170|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1992-12-07|1992-12-08|3820135|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1993-03-10|1993-03-11|3890108|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1993-05-21|1993-05-24|3980143|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1993-07-22|1993-07-23|4000032|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1993-09-24|1993-09-27|4010060|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-12-27|KIMH    |1994-02-02|1994-06-06|5770117|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-04-15|1994-04-19|4230044|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-05-11|1994-05-12|4260120|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-06-17|1994-06-23|0000000|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-07-08|1994-07-11|4300037|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-08-26|1994-08-29|4310127|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-09-21|1994-09-22|4320037|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-10-14|1994-10-17|4340003|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1994-11-17|1995-10-11|4370093|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1995-08-02|1995-10-18|4560212|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1995-10-26|1996-01-04|4570191|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1995-11-27|1995-12-04|4580082|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-01-26|1996-01-30|4600210|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-05-03|1996-05-23|4750250|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-05-17|1996-05-24|4770145|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-07-05|1996-07-02|4810066|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-08-26|1996-08-23|4820198|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-09-05|1996-09-04|4820234|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-10-07|1996-10-03|4840188|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1996-10-28|1996-10-25|4860231|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1997-03-31|1997-03-28|5040114|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1997-06-05|1997-06-04|5100107|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1997-07-09|1997-07-09|5110136|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1997-10-07|1997-10-06|5130061|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-02-05|1998-02-04|5210078|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-04-30|1998-04-29|5340214|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-05-04|1998-05-01|5360138|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-08-31|1998-08-28|5440008|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-09-11|1998-06-14|5440157|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-10-08|1998-10-07|5470017|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-10-26|1998-10-23|5500237|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-10-27|1998-10-26|5500238|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1998-11-12|1998-11-10|5530004|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-04-12|        |1999-01-08|1999-01-07|5560003|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|1999-12-22|KIMH    |1999-12-22|1999-12-20|0000000|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|2002-05-20|TERII   |2002-05-14|2002-05-13|6400247|C|          ||
SEVENTY-ONE TWENTY-EIGHT & PACIFIC, INC.|99CUA00183|2002-10-21|SERENAD |2002-10-17|2002-10-16|6450104|C|          ||
ABLE PROFESSIONAL MOVERS, INC.|99CUA00184|1999-04-12|        |1996-07-18|1996-07-17|4810183|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1986-01-07|1986-01-07|2280025|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1987-04-10|1987-04-10|2390236|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1990-04-05|1990-04-05|3110092|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1990-05-02|1990-05-02|3150112|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1991-01-17|1991-01-16|3340166|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1993-09-13|1993-09-14|4010033|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1993-10-13|1993-10-14|4010151|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1993-12-14|1993-12-15|4030012|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1994-06-13|1994-06-14|8013200|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1994-09-12|1994-09-15|4310246|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1994-09-15|1994-09-16|4310245|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1996-05-06|1996-05-03|4770006|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1996-08-19|1996-08-16|4820157|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1996-09-17|1996-09-16|4830075|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1996-10-04|1996-10-02|4830202|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1997-03-26|1997-03-25|5010103|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1997-04-23|1997-04-21|5060172|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1997-10-22|1997-10-21|5130126|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1997-11-21|1997-11-20|5140012|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1997-12-23|1997-12-22|5140154|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-01-07|1998-01-07|5150103|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-01-28|1998-01-27|5190076|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-02-19|1998-02-18|5230250|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-03-18|1998-03-17|5280245|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-04-01|1998-03-31|5310123|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-04-14|1998-04-13|5330176|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-04-27|1998-04-24|5340213|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-05-06|1998-05-05|5360136|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-08-12|1998-08-13|5430034|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1998-09-10|1998-09-14|5440177|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-04-12|        |1999-03-05|1999-03-04|5620062|C|          ||
SCOULAR COMPANY, THE|99CUA00185|1999-05-24|SHELLYS |1999-05-19|1999-05-18|5730010|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2000-01-10|KIMH    |2000-01-04|2000-01-03|5770242|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2000-04-17|KIMH    |2000-04-05|2000-04-04|5910037|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2000-05-10|KIMH    |2000-05-03|2000-05-02|5930152|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2000-10-23|KAREN   |2000-10-16|2000-10-13|5990090|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2001-02-06|KAREN   |2001-01-25|2001-01-24|6040068|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2001-04-02|PATTIEV |2001-03-22|2001-03-21|6110001|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2001-04-30|SERENAD |2001-04-25|2001-04-24|6170014|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2002-01-14|TERII   |2002-01-11|2002-01-09|6230234|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2002-02-11|TERII   |2002-02-04|2002-02-01|6270231|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2002-10-15|TERII   |2002-10-07|2002-10-04|6450045|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2003-12-12|SERENAD |2003-12-05|2003-12-04|6640155|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2004-04-06|SERENAD |2004-04-02|2004-03-31|6770031|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2004-09-27|CORIEJ  |2004-09-23|2004-09-22|6840213|C|          ||
SCOULAR COMPANY, THE|99CUA00185|2004-11-08|SERENAD |2004-11-02|2004-11-01|6870228|C|          ||
PAXTON & VIERLING STEEL CO.|99CUA00186|1999-04-12|        |1989-11-14|1989-11-14|2930167|C|          ||
PAXTON & VIERLING STEEL CO.|99CUA00186|1999-04-12|        |1996-05-21|1996-05-24|4770220|C|          ||
PAXTON & VIERLING STEEL CO.|99CUA00186|1999-04-12|        |1997-12-29|1997-12-24|5140181|C|          ||
PAXTON & VIERLING STEEL CO.|99CUA00186|1999-04-12|        |1999-02-17|1999-02-16|5590131|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1991-01-08|1991-01-08|3340069|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1991-01-09|1991-01-09|3340060|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1994-12-08|1995-10-16|4370243|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-03-22|1996-03-26|4660139|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-04-08|1996-04-19|4730224|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-05-02|1996-05-17|4750228|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-06-06|1996-06-06|4780238|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-09-06|1996-09-04|4820218|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-10-09|1996-10-07|4840151|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1996-11-05|1996-11-04|4870194|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-01-10|1997-01-08|4910140|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-02-07|1997-02-06|4930163|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-03-10|1997-03-06|4960240|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-04-10|1997-04-07|5050080|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-05-02|1997-05-01|5070218|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-05-05|1997-05-02|5080158|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-06-09|1997-06-06|5100146|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-07-10|1997-07-08|5110123|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-10-10|1997-10-10|5130048|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1997-11-10|1997-11-07|5130218|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-01-09|1998-01-08|5150090|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-02-10|1998-02-09|5220134|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-05-06|1998-05-05|5360095|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-06-02|1998-06-01|5380203|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-09-02|1998-09-01|5430223|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-10-08|1998-10-06|5460204|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-11-09|1998-11-06|5520187|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1998-12-02|1998-12-01|5530127|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-04-12|        |1999-01-05|1999-01-04|5550235|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-08-09|SHELLYS |1999-08-04|1999-08-03|5750013|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-09-07|SHELLYS |1999-09-03|1999-09-02|5750143|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|1999-12-13|KIMH    |1999-12-08|1999-12-07|5770044|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2000-01-10|KIMH    |2000-01-05|2000-01-04|5770234|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2000-04-17|KIMH    |2000-04-05|2000-04-04|5910015|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2000-05-10|KIMH    |2000-05-03|2000-05-01|5930137|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2000-06-19|SERENAD |2000-06-12|2000-06-09|5950154|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2001-02-05|KAREN   |2001-01-04|2001-01-03|6020135|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2001-05-07|SERENAD |2001-05-03|2001-05-02|6170136|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2001-07-02|TERII   |2001-06-26|2001-06-25|6200106|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2001-12-03|TERII   |2001-11-26|2001-11-16|6220123|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2001-12-17|TERII   |2001-12-10|2001-12-07|6220184|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2002-02-04|TERII   |2002-01-28|2002-01-25|6260244|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2002-04-15|TERII   |2002-04-11|2002-04-10|6370238|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2002-05-06|SERENAD |2002-04-29|2002-04-26|6390181|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2002-06-24|TERII   |2002-06-21|2002-06-20|6410228|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2002-09-23|TERII   |2002-09-19|2002-09-18|6440013|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2003-02-10|SERENAD |2003-02-05|2003-02-04|6510042|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2003-05-12|SERENAD |2003-05-06|2003-05-05|6610182|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2003-11-10|SERENAD |2003-11-03|2003-10-31|6640075|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2004-01-05|CHERYLD |2003-12-23|2003-12-22|6640209|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2004-03-03|PATTIEV |2004-02-16|2004-02-13|6690026|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2004-03-03|PATTIEV |2004-02-17|2004-02-13|6680025|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2004-04-06|SERENAD |2004-04-02|2004-04-01|6770025|C|          ||
LINCOLN FINANCIAL GROUP FKA JEFFERSON PILOT  |99CUA00187|2004-06-01|CHERYLD |2004-05-27|2004-05-26|6800234|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1992-11-09|1992-11-09|3810133|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1992-12-31|1993-01-04|3830142|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-01-25|1993-01-26|3850070|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-01-27|1993-01-28|3850069|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-02-08|1993-02-09|3860007|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-03-01|1993-03-02|3880058|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-04-06|1993-04-07|3960035|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-05-25|1993-05-26|3980173|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-06-15|1993-06-16|3990076|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-08-02|1993-08-03|4000066|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-08-23|1993-08-24|4000186|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-09-21|1993-09-21|4010055|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-10-22|1993-10-25|4010178|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1993-11-12|1993-11-15|4020010|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-01-18|1994-01-19|4050185|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-01-28|1994-01-31|4060241|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-02-16|1994-02-17|4100044|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-02-23|1994-02-24|4110013|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-03-04|1994-03-07|4120004|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-03-17|1994-03-18|4150167|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-04-11|1994-04-14|4230030|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-05-17|1994-05-18|4260198|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-06-20|1994-06-21|4290176|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-07-01|1994-07-05|4290233|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-09-01|1994-09-02|4310155|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-09-15|1994-09-19|4310231|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-09-28|1994-09-29|4320070|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-10-27|1994-10-28|4340177|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-11-08|1994-11-09|4370001|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-11-09|1994-11-10|4360250|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1994-11-18|1995-11-03|4370078|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-02-07|1995-10-16|4420227|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-03-07|1995-10-16|4440086|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-04-27|1995-10-16|4540024|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-08-21|1995-10-13|4570012|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-09-28|1995-10-13|4570088|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-12-08|1995-12-11|4580109|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1995-12-18|1995-12-26|4580177|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-01-23|1996-01-30|4600202|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-02-27|1996-03-04|4640086|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-05-23|1996-05-24|4770212|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-08-16|1996-08-15|4820116|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-09-06|1996-09-04|4820216|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-10-09|1996-10-08|4840145|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-11-13|1996-11-12|4880119|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1996-12-10|1996-12-09|4890160|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1997-01-10|1997-01-09|4910136|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1997-02-11|1997-02-10|4940036|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1997-03-11|1997-03-10|4960234|C|          ||
ERICKSON & SEDERSTROM, P.C.|99CUA00201|1999-04-12|        |1997-03-14|1997-03-13|4960235|C|          ||
