Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00251|1994-07-01|99FIS00251|DAUB|HAL| |0|MAYOR-OMAHA                                       |MAYOR|OMAHA
08CAC01150|2008-05-14|99FIS00251|DAUB|HAL| |0|MAYOR|MAYOR|OMAHA
99CAC00253|1994-03-16|99FIS00253|DODGE, JR.|NATHAN|P|0|OMAHA PUBLIC POWER DIST - METR-OMAHA PUBLIC POWER |METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
12CAC01746|2012-11-09|99FIS00253|DODGE, JR.|NATHAN|P|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
08CAC01224|2008-10-16|99FIS00254|DOWD|THOMAS|F|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
14CAC01877|2014-03-07|99FIS00254|DOWD|THOMAS|F|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00255|1992-01-22|99FIS00255|DUDA|CLARE| |0|COUNTY COMMISSIONER - DIST 07-DOUGLAS             |COUNTY COMMISSIONER DIST. #07|DOUGLAS
99CAC00256|1994-05-11|99FIS00256|ENDACOTT|KATHERINE| |0|DISTRICT #05-STATE BOARD OF EDUCATION             |05|STATE BOARD OF EDUCATION
99CAC00262|1996-04-16|99FIS00262|FREEMAN|GLENN| |0|LEGISLATURE - DISTRICT 13-LEGISLATIVE COUNCIL     |13|LEGISLATURE
99CAC00263|1985-03-18|99FIS00263|GARVER|JAMES| |0|SCHOOL BOARD - DIST 03-LINCOLN                    |SCHOOL BOARD - DIST 03|LINCOLN
14CAC01879|2014-03-14|99FIS00264|GLENN|STEVE|V|0|05|05|BOARD OF REGENTS
99CAC00267|1996-10-28|99FIS00267|GROESSER|DONALD| |0|MAYOR-RALSTON                                     |MAYOR|RALSTON
99CAC00272|1988-10-06|99FIS00272|JOHNSON|RUTH|M|0|DISTRICT #04-SOUTHEAST COMMUNITY COLLEGE          |04|SOUTHEAST COMMUNITY COLLEGE
99CAC00273|1992-09-04|99FIS00273|JONES|JAMES| |0|LEGISLATURE - DISTRICT 43-LEGISLATIVE COUNCIL     |43|LEGISLATURE
99CAC00274|1996-04-17|99FIS00274|KIEL|SHELLEY| |0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00275|1993-04-21|99FIS00275|KONECK|PAUL|Q|0|CITY COUNCIL DISTRICT #04-OMAHA                   |CITY COUNCIL DISTRICT #04|OMAHA
99CAC00277|1988-02-25|99FIS00276|LANDIS|FRANK|E|0|COMMISSIONER, DISTRICT #01-PUBLIC SERVICE COMMISSI|01|PUBLIC SERVICE COMMISSION
99CAC00278|1997-02-19|99FIS00277|LO|LORMONG| |0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
13CAC01840|2013-10-25|99FIS00279|MCCOLLISTER|JOHN|S|0|20|20|LEGISLATURE
07CAC01064|2007-12-26|99FIS00279|MCCOLLISTER|JOHN|S|0|02|02|PUBLIC SERVICE COMMISSION
12CAC01702|2012-09-04|99FIS00279|MCCOLLISTER|JOHN|S|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00281|1993-04-19|99FIS00280|MCKENZIE|JANIS| |0|LEGISLATURE - DISTRICT 34-LEGISLATIVE COUNCIL     |34|LEGISLATURE
99CAC00282|1992-11-06|99FIS00281|MCMULLEN|WILLIAM|C|0|COUNTY SUPERVISOR DISTRICT #06-BUFFALO            |COUNTY SUPERVISOR DISTRICT #06|BUFFALO
99CAC00283|1994-03-02|99FIS00282|MCSHANE|CAROL| |0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00284|1994-03-08|99FIS00283|MATZKE|GERALD| |0|LEGISLATURE - DISTRICT 47-LEGISLATIVE COUNCIL     |47|LEGISLATURE
99PAC00124|2000-11-03|99FIS00283|MATZKE|GERALD| |0|LEGISLATURE - DISTRICT 47-LEGISLATIVE COUNCIL     |47|LEGISLATURE
99CAC00286|1993-10-15|99FIS00285|MILLER|DREW| |0|BOARD OF REGENTS - DISTRICT 04-UNIVERSITY OF NEBRA|04|BOARD OF REGENTS
99PAC00126|2000-11-15|99FIS00285|MILLER|DREW| |0|04-BOARD OF REGENTS                               |04|BOARD OF REGENTS
99CAC00287|1988-04-27|99FIS00286|MORRISSEY|SPENCER| |0|LEGISLATURE - DISTRICT 01-LEGISLATIVE COUNCIL     |01|LEGISLATURE
99CAC00289|1990-02-26|99FIS00287|MOUL|MAXINE| |0|LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00288|1997-11-21|99FIS00287|MOUL|MAXINE| |0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00291|1984-10-15|99FIS00289|NELSON|DARRELL|W|0|DIRECTOR/SUBDIVISION #05-NEBRASKA PUBLIC POWER    |SUBDIVISION #05|NEBRASKA PUBLIC POWER DISTRICT
99CAC00292|1990-07-24|99FIS00290|O'BRIEN|NANCY| |0|BOARD OF REGENTS - DISTRICT 02-UNIVERSITY OF NEBRA|02|BOARD OF REGENTS
99CAC00295|1996-03-12|99FIS00293|PARK|DAN| |0|OMAHA PUBLIC POWER DIST - METR-OMAHA PUBLIC POWER |METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00296|1995-03-24|99FIS00294|RAINES|EDWARD| |0|AIRPORT AUTHORITY-LINCOLN                         |AIRPORT AUTHORITY|LINCOLN
99CAC00297|1996-05-29|99FIS00295|RASMUSSEN|DENNIS - NO|L|0|DIRECTOR/SUBDIVISION #01-NEBRASKA PUBLIC POWER    |SUBDIVISION #01|NEBRASKA PUBLIC POWER DISTRICT
99CAC00300|1995-09-05|99FIS00297|RILEY|THOMAS|C|0|COUNTY PUBLIC DEFENDER-DOUGLAS                    |COUNTY PUBLIC DEFENDER|DOUGLAS
99CAC00302|1990-04-16|99FIS00299|ROBINSON|CLIFTON| |0|LEGISLATURE - DISTRICT 16-LEGISLATIVE COUNCIL     |16|LEGISLATURE
99CAC00303|1978-03-09|99FIS00300|ROTH|RICHARD| |0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00304|1992-01-27|99FIS00301|VRTISKA|FLOYD| |0|LEGISLATURE - DISTRICT 01-LEGISLATIVE COUNCIL     |01|LEGISLATURE
99CAC00305|1996-03-29|99FIS00302|WEBER|DELBERT| |0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00307|1991-02-27|99FIS00304|WICKERSHAM|WILLIAM|R|0|LEGISLATURE - DISTRICT 49-LEGISLATIVE COUNCIL     |49|LEGISLATURE
99CAC00308|1990-02-16|99FIS00305|WILL|ERIC| |0|LEGISLATURE - DISTRICT 08-LEGISLATIVE COUNCIL     |08|LEGISLATURE
99CAC00310|1987-01-28|99FIS00307|WILSON|LINDA| |0|CITY COUNCIL DISTRICT #02-LINCOLN                 |CITY COUNCIL DISTRICT #02|LINCOLN
99CAC00313|1988-08-08|99FIS00310|HASSETT|JERRY| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00406|1999-07-26|99FIS00311|HERD|CLIFFORD| |0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00314|1994-04-11|99FIS00311|HERD|CLIFFORD| |0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00315|1995-10-10|99FIS00312|HILGERT|JOHN|A|0|LEGISLATURE - DISTRICT 07-LEGISLATIVE COUNCIL     |07|LEGISLATURE
99CAC00317|1988-01-15|99FIS00314|HUDKINS|LARRY| |0|COUNTY COMMISSIONER - DIST 02-LANCASTER           |COUNTY COMMISSIONER DIST. #02|LANCASTER
99CAC00318|1992-01-16|99FIS00315|HUDKINS|CAROL| |0|LEGISLATURE - DISTRICT 21-LEGISLATIVE COUNCIL     |21|LEGISLATURE
99CAC00321|1992-04-13|99FIS00318|JANSSEN|RAMON| |0|15-LEGISLATURE                                    |15|LEGISLATURE
99CAC00585|2002-03-01|99FIS00320|RYAN|JERRY| |0|MAYOR-BELLEVUE                                    |MAYOR|BELLEVUE
99CAC00324|1993-10-27|99FIS00321|JOHNSON|LOWELL| |0|COMMISSIONER, DISTRICT #03-PUBLIC SERVICE COMMISSI|03|PUBLIC SERVICE COMMISSION
99CAC00325|1984-10-18|99FIS00322|JOHNSON|RALPH| |0|SUBDIVISION #02-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #02|NEBRASKA PUBLIC POWER DISTRICT
99CAC00326|1996-10-08|99FIS00323|SAVAGE|RICK| |0|DISTRICT #04-STATE BOARD OF EDUCATION             |04|STATE BOARD OF EDUCATION
99CAC00327|1987-12-29|99FIS00324|SCHIMEK|DIANNA| |0|27-LEGISLATURE                                    |27|LEGISLATURE
99CAC00328|1978-08-14|99FIS00325|SCHUMACHER|PAUL|M|0|22|22|LEGISLATURE
99CAC00331|1992-10-07|99FIS00328|SHOECRAFT|JERRY|D|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00332|1988-03-14|99FIS00329|SKRUPA|ROSEMARY|M|0|08-BOARD OF REGENTS                               |08|BOARD OF REGENTS
99CAC00332|1988-03-14|99FIS00329|SKRUPA|ROSEMARY|M|0|08-BOARD OF REGENTS                               |08|BOARD OF REGENTS
99PAC00126|2000-11-15|99FIS00329|SKRUPA|ROSEMARY|M|0|08-BOARD OF REGENTS                               |08|BOARD OF REGENTS
99CAC00335|1996-04-22|99FIS00331|TAKECHI|RICHARD|N|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
99CAC00334|1980-01-08|99FIS00331|TAKECHI|RICHARD|N|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00337|1991-01-29|99FIS00333|TERRY|LEE| |0|CITY COUNCIL - DISTRICT 04-OMAHA                  |CITY COUNCIL DISTRICT #04|OMAHA
99CAC00340|1996-04-12|99FIS00336|TYSON|EUGENE| |0|LEGISLATURE - DISTRICT 19-LEGISLATIVE COUNCIL     |19|LEGISLATURE
99CAC00341|1997-02-20|99FIS00337|VANKAT|DAVID| |0|CITY COUNCIL DISTRICT #04-OMAHA                   |CITY COUNCIL DISTRICT #04|OMAHA
99CAC00342|1990-01-03|99FIS00338|WILSON|CHARLES|S|0|01-BOARD OF REGENTS                               |01|BOARD OF REGENTS
99CAC00349|1991-03-20|99FIS00344|YOUNG|DALE| |0|CITY COUNCIL DISTRICT #03-LINCOLN                 |CITY COUNCIL DISTRICT #03|LINCOLN
99CAC00581|2002-02-21|99FIS00351|DEAN|STORMY|L|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
99CAC00357|1998-09-09|99FIS00353|HOPPE|RICHARD| |0|COUNTY COMMISSIONER - DIST 05-LANCASTER           |COUNTY COMMISSIONER DIST. #05|LANCASTER
99CAC00358|1998-09-17|99FIS00354|MCDUFFIE|CHERYL|L|0|County Clerk,                                     |COUNTY CLERK|ADAMS
99CAC00365|1998-10-19|99FIS00361|KLINGLER|MICHELE| |0|COUNTY REGISTER OF DEEDS-ADAMS                    |COUNTY REGISTER OF DEEDS|ADAMS
99CAC00366|1998-10-20|99FIS00362|THOMLISON|SHIRLEY| |0|COUNTY REGISTER OF DEEDS-BUFFALO                  |COUNTY REGISTER OF DEEDS|BUFFALO
99CAC00367|1998-10-23|99FIS00363|WEED|DORALENE| |0|DIRECTOR/SUBDIVISION #03-NEBRASKA PUBLIC POWER    |SUBDIVISION #03|NEBRASKA PUBLIC POWER DISTRICT
99CAC00374|1998-10-29|99FIS00368|MERRILL|WILLIAM|A|0|DIRECTOR-LOUP RIVER PUBLIC POWER                  |DIRECTOR|LOUP RIVER PUBLIC POWER DISTRICT
99CAC00376|1998-11-02|99FIS00369|TROESTER|PHILIP| |0|DISTRICT #06-STATE BOARD OF EDUCATION             |06|STATE BOARD OF EDUCATION
99CAC00377|1998-11-09|99FIS00370|ROSSELL|REBECCA|J|0|COUNTY CLERK-LINCOLN                              |COUNTY CLERK|LINCOLN
99CAC00379|1998-11-13|99FIS00372|PILLER|KATHRYN| |0|DISTRICT #08-STATE BOARD OF EDUCATION             |08|STATE BOARD OF EDUCATION
99CAC00558|2001-03-28|99FIS00372|PILLER|KATHRYN| |0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00381|1998-10-21|99FIS00374|DENKER|FRED| |0|COUNTY COMMISSIONER-DAKOTA                        |COUNTY COMMISSIONER|DAKOTA
99CAC00382|1998-12-10|99FIS00375|WOOD|SHARON|A|0|COUNTY TREASURER-DAWSON                           |COUNTY TREASURER|DAWSON
06CAC00809|2006-03-20|99FIS00375|WOOD|SHARON|A|0|COUNTY TREASURER|COUNTY TREASURER|DAWSON
11CAC01597|2011-10-24|99FIS00377|QUANDAHL|MARK| |0|02|02|STATE BOARD OF EDUCATION
99CAC00384|1999-03-08|99FIS00377|QUANDAHL|MARK| |1|31-LEGISLATURE                                    |31|LEGISLATURE
99CAC00385|1999-03-15|99FIS00378|MCROY|ANNETTE| |0|CITY COUNCIL DISTRICT #04-LINCOLN                 |CITY COUNCIL DISTRICT #04|LINCOLN
99CAC00386|1999-03-16|99FIS00379|REICHERT|RANDALL|A|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99CAC00387|1999-03-25|99FIS00380|JOHNSON|JIM| |0|SCHOOL BOARD - DIST 06-LINCOLN                    |SCHOOL BOARD - DIST 06|LINCOLN
12CAC01650|2012-04-05|99FIS00438|DAVIS|ALBERT|T|0|43|43|LEGISLATURE
99CAC00514|1996-12-02|99FIS00519|LAMBERTY|LOUIS|E|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00027|1978-01-20|99FIS01825|BEMIS|FRANK|W|0|COUNTY ASSESSOR-DOUGLAS                           |COUNTY ASSESSOR|DOUGLAS
06CAC00990|2006-10-27|99FIS01933|CHRISTENSEN|MELVIN|L|0|COUNTY SHERIFF|COUNTY SHERIFF|CHERRY
99CAC00193|1990-03-26|99FIS01972|CUDABACK|JIM|D|0|LEGISLATURE - DISTRICT 36-LEGISLATIVE COUNCIL     |36|LEGISLATURE
99CAC00407|1999-05-20|99FIS01998|DICKEY|ROBERT|R|0|LEGISLATURE - DISTRICT 18-LEGISLATIVE COUNCIL     |18|LEGISLATURE
99CAC00258|1994-03-14|99FIS02063|ENGEL|L. PATRICK| |0|LEGISLATURE - DISTRICT 17-LEGISLATIVE COUNCIL     |17|LEGISLATURE
99CAC00696|2004-07-29|99FIS02122|GARVEY|THOMAS|J|0|COUNTY PUBLIC DEFENDER-SARPY                      |COUNTY PUBLIC DEFENDER|SARPY
10CAC01502|2010-10-26|99FIS02553|NEWMAN|MARIETTA|J|0|COUNTY TREASURER|COUNTY TREASURER|PLATTE
99CAC00076|1984-03-30|99FIS02565|NOLTE|DANIEL|F|0|COUNTY CLERK|COUNTY CLERK|LANCASTER
06CAC00810|2006-03-22|99FIS02842|SMITH|RICHARD|T|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
99CAC00099|1978-02-03|99FIS02907|TESAR|RUDY|J|0|COUNTY CLERK OF DISTRICT COURT-DOUGLAS            |COUNTY CLERK OF DISTRICT COURT|DOUGLAS
99CAC00101|1982-10-06|99FIS02915|THOMAS|PATRICK|J|0|COUNTY SHERIFF-SARPY                              |COUNTY SHERIFF|SARPY
99CAC00467|2000-04-17|99FIS03058|MONAHAN|JAMES|H|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00079|1998-03-19|99FIS03063|PAYNE|JOHN|W|0|BOARD OF REGENTS - DISTRICT 06-UNIVERSITY OF NEBRA|06|BOARD OF REGENTS
05CAC00755|2005-11-22|99FIS03072|ASHFORD|JOHN (BRAD)|B|0|20|20|LEGISLATURE
12CAC01688|2012-06-04|99FIS03072|ASHFORD|JOHN (BRAD)|B|0|MAYOR|MAYOR|OMAHA
12IRC00502|2012-07-23|99FIS03076|CHAMBERS|ERNIE|W|0|11|11|LEGISLATURE
99CAC00244|1984-03-29|99FIS03077|CHIZEK|GERALD|E|0|LEGISLATURE - DISTRICT 31-LEGISLATIVE COUNCIL     |31|LEGISLATURE
06CAC00820|2006-03-31|99FIS03080|DECAMP|JOHN|W|0|30|30|LEGISLATURE
99CAC00257|1986-04-11|99FIS03081|ELMER|W. OWEN| |0|LEGISLATURE - DISTRICT 44-LEGISLATIVE COUNCIL     |44|LEGISLATURE
99CAC00311|1984-03-06|99FIS03089|HARTNETT|D. PAUL|P|0|LEGISLATURE - DISTRICT 45-LEGISLATIVE COUNCIL     |45|LEGISLATURE
99CAC00017|1978-03-14|99FIS03097|LANDIS|DAVID|M|0|LEGISLATURE - DISTRICT 46-LEGISLATIVE COUNCIL     |46|LEGISLATURE
99CAC00279|1984-04-09|99FIS03100|LYNCH|DANIEL| |0|LEGISLATURE - DISTRICT 13-LEGISLATIVE COUNCIL     |13|LEGISLATURE
99CAC00061|1997-10-15|99FIS03102|MCFARLAND|JAMES|D|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
99CAC00176|1978-03-14|99FIS03107|PIRSCH|CAROL MCBR| |0|LEGISLATURE - DISTRICT 10-LEGISLATIVE COUNCIL     |10|LEGISLATURE
99CAC00175|1996-02-28|99FIS03107|PIRSCH|CAROL MCBR| |0|COUNTY COMMISSIONER - DIST 05-DOUGLAS             |COUNTY COMMISSIONER DIST. #05|DOUGLAS
99CAC00103|1986-03-27|99FIS03111|SCHELLPEPER|STANLEY|A|0|LEGISLATURE - DISTRICT 18-LEGISLATIVE COUNCIL     |18|LEGISLATURE
99CAC00513|1980-09-26|99FIS03114|WARNER|JEROME| |0|LEGISLATURE - DISTRICT 25-LEGISLATIVE COUNCIL     |25|LEGISLATURE
99CAC00510|1981-09-14|99FIS03116|WESELY|DONALD|R|0|LEGISLATURE - DISTRICT 26-LEGISLATIVE COUNCIL     |26|LEGISLATURE
99CAC00345|1982-03-01|99FIS03117|WITHEM|RONALD|E|0|LEGISLATURE - DISTRICT 14-LEGISLATIVE COUNCIL     |14|LEGISLATURE
99CAC00608|2002-06-20|99FIS03140|HLAVA|FRED|E|0|49-LEGISLATURE                                    |49|LEGISLATURE
06CAC00950|2006-10-02|99FIS03147|MERCER|RICHARD|W|0|AT LARGE|AT LARGE|NATURAL RESOURCE DISTRICT
99CAC00207|1986-08-26|99FIS02290|JOHANNS|MICHAEL|O|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
99CAC00506|1986-08-26|99FIS02290|JOHANNS|MICHAEL|O|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99CAC00167|1996-04-12|99FIS02381|KRISTENSEN|DOUGLAS|A|0|3RD DISTRICT DELEGATE-NATIONAL CONVENTION         |3RD DISTRICT DELEGATE|NATIONAL CONVENTION
99CAC00276|1988-01-22|99FIS02381|KRISTENSEN|DOUGLAS|A|0|LEGISLATURE - DISTRICT 37-LEGISLATIVE COUNCIL     |37|LEGISLATURE
14CAC01933|2014-04-29|99FIS02446|MAGEE|GREGG|A|0|COUNTY SHERIFF|COUNTY SHERIFF|ADAMS
06CAC00848|2006-04-10|99FIS03366|BOYD|WAYNE|E|0|SUBDIVISION #11|SUBDIVISION #11|NEBRASKA PUBLIC POWER DISTRICT
08CAC01109|2008-04-04|99FIS03414|FEHRINGER|BERNARD|G|0|47|47|LEGISLATURE
99CAC00615|2002-08-05|99FIS03484|KUNCL|LAWRENCE|G|0|SUBDIVISION #09-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #09|NEBRASKA PUBLIC POWER DISTRICT
08CAC01208|2008-10-08|99FIS03484|KUNCL|LAWRENCE|G|0|SUBDIVISION #09|SUBDIVISION #09|NEBRASKA PUBLIC POWER DISTRICT
06CAC00872|2006-04-26|99FIS03569|ROETHEMEYER|WILLIS|D|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|LINCOLN
99CAC00336|1984-09-18|99FIS03621|TAYLOR|LESLIE|S|0|DIRECTOR/SUBDIVISION #07-NEBRASKA PUBLIC POWER    |SUBDIVISION #07|NEBRASKA PUBLIC POWER DISTRICT
99CAC00122|1986-05-07|99FIS03629|ULRICH|FREDERICK|J|0|OMAHA PUBLIC POWER DIST - SOUT-OMAHA PUBLIC POWER |SOUTH SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00233|1990-10-24|99FIS04670|LOEWENSTEIN|TIMOTHY|L|0|COUNTY SUPERVISOR DISTRICT #03-BUFFALO            |COUNTY SUPERVISOR DISTRICT #03|BUFFALO
06CAC00985|2006-10-23|99FIS04670|LOEWENSTEIN|TIMOTHY|L|0|COUNTY SUPERVISOR DISTRICT #03|COUNTY SUPERVISOR DISTRICT #03|BUFFALO
12CAC01671|2012-04-25|99FIS04742|PHILLIPS|VANDLE|A|0|17|17|LEGISLATURE
10CAC01493|2010-10-07|99FIS04760|DANNEHL|HORACE|L|0|COUNTY TREASURER|COUNTY TREASURER|BUFFALO
06CAC00798|2006-02-16|99FIS04075|JARECKE|DENNIS|E|0|34|34|LEGISLATURE
12CAC01714|2012-10-10|99FIS04092|BLEED|ANN|S|0|DIRECTOR|DIRECTOR|DEPARTMENT OF NATURAL RESOURCES
14CAC01905|2014-04-14|99FIS04189|HENRY|BILL|J|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|LINCOLN
99CAC00140|1989-01-19|99FIS04257|ANZALDO, SR.|SEBASTIAN|A|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00140|2000-06-28|99FIS04257|ANZALDO, SR.|SEBASTIAN|A|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
10CAC01446|2010-04-27|99FIS04314|EXON|STEPHEN|J|0|MAYOR|MAYOR|BELLEVUE
08CAC01133|2008-04-21|99FIS04314|EXON|STEPHEN|J|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|SARPY
99CAC00260|1989-04-05|99FIS04314|EXON|STEPHEN|J|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
05CAC00736|2005-09-15|99FIS04375|MCCLURG|JAMES|E|0|05|05|BOARD OF REGENTS
99CAC00018|1989-11-29|99FIS04420|AGENA|NORMAN|H|0|COUNTY ASSESSOR-LANCASTER                         |COUNTY ASSESSOR|LANCASTER
99CAC00587|2002-03-15|99FIS04420|AGENA|NORMAN|H|0|COUNTY ASSESSOR-LANCASTER                         |COUNTY ASSESSOR|LANCASTER
99CAC00113|1985-09-05|99FIS04465|STENBERG|DONALD|B|0|ATTORNEY GENERAL-DEPARTMENT OF JUSTICE            |ATTORNEY GENERAL|ATTORNEY GENERAL
99CAC00114|1990-11-19|99FIS04482|STEWART|JACQUELYN|E|0|COUNTY CLERK OF DISTRICT COURT-SEWARD             |COUNTY CLERK OF DISTRICT COURT|SEWARD
13CAC01762|2013-01-16|99FIS03854|WHITEHEAD|MARK|A|0|CITY COUNCIL AT LARGE|CITY COUNCIL AT LARGE|LINCOLN
06CAC00851|2006-04-10|99FIS03872|SCHROCK|EDWARD|J|0|SUBDIVISION #06|SUBDIVISION #06|NEBRASKA PUBLIC POWER DISTRICT
99CAC00107|1994-02-03|99FIS03872|SCHROCK|EDWARD|J|0|LEGISLATURE - DISTRICT 38-LEGISLATIVE COUNCIL     |38|LEGISLATURE
99CAC00268|1987-02-17|99FIS03879|GUTGSELL|JO BETH| |0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00025|1997-11-20|99FIS03938|BAKER|THOMAS|C|0|LEGISLATURE - DISTRICT 44-LEGISLATIVE COUNCIL     |44|LEGISLATURE
99CAC00186|1989-11-03|99FIS03965|HOUGHTALING|DEBRA|J|0|COUNTY CLERK-SARPY                                |COUNTY CLERK|SARPY
14CAC01958|2014-05-22|99FIS04611|HERZOG|THOMAS|P|0|COUNTY ATTORNEY|COUNTY ATTORNEY|HOLT
14CAC01958|2014-06-25|99FIS04611|HERZOG|THOMAS|P|0|COUNTY ATTORNEY|COUNTY ATTORNEY|HOLT
99CAC00097|1990-05-01|99FIS04633|SVOBODA|STEVEN|C|0|COUNTY COMMISSIONER - DIST 05-LANCASTER           |COUNTY COMMISSIONER DIST. #05|LANCASTER
99CAC00155|1987-03-20|99FIS04892|CAVANAUGH|THOMAS  |F|0|COUNTY CLERK-DOUGLAS                              |COUNTY CLERK|DOUGLAS
99CAC00347|1992-03-25|99FIS05080|HARRIS-WOODS|CAROLE|E|0|COUNTY COMMISSIONER - DIST 03-DOUGLAS             |COUNTY COMMISSIONER DIST. #03|DOUGLAS
14CAC01888|2014-03-27|99FIS05083|LINDGREN|PATTI|J|0|COUNTY CLERK|COUNTY CLERK|SAUNDERS
99CAC00141|1992-03-19|99FIS05087|AVERY|MICHAEL|T|0|LEGISLATURE - DISTRICT 03-LEGISLATIVE COUNCIL     |03|LEGISLATURE
99CAC00178|1992-08-07|99FIS05095|PREISTER|DONALD|G|0|LEGISLATURE - DISTRICT 05-LEGISLATIVE COUNCIL     |05|LEGISLATURE
99CAC00519|1995-12-29|99FIS05185|KLEIN|LELAND|C|0|LEGISLATURE - DISTRICT 19-LEGISLATIVE COUNCIL     |19|LEGISLATURE
99CAC00517|1992-09-03|99FIS05206|DAY|CONNIE|J|0|LEGISLATURE - DISTRICT 19-LEGISLATIVE COUNCIL     |19|LEGISLATURE
07CAC01038|2007-09-27|99FIS05214|SCUDDER|EARL|H|0|01|01|BOARD OF REGENTS
99CAC00015|1993-01-19|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #04-LINCOLN                 |CITY COUNCIL DISTRICT #04|LINCOLN
99CAC00640|2003-02-20|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99PAC00132|2003-05-05|99FIS05252|DONALDSON|CURTIS|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00245|1993-03-24|99FIS05269|CHRISTENSEN|FRANKLIN|T|0|CITY COUNCIL DISTRICT #07-OMAHA                   |CITY COUNCIL DISTRICT #07|OMAHA
99CAC00592|2002-03-26|99FIS05318|KIRKLAND|SUZANNE|M|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
14CAC01915|2014-10-21|99FIS05418|GAY|TIMOTHY|W|0|SUBURBAN SUBDIVISION|SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
05CAC00743|2005-10-26|99FIS05418|GAY|TIMOTHY|W|0|14|14|LEGISLATURE
99CAC00216|1993-11-01|99FIS05418|GAY|TIMOTHY|W|0|COUNTY COMMISSIONER - DIST 02-SARPY               |COUNTY COMMISSIONER DIST. #02|SARPY
