Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004888|99PAC00007|2013-04-29|2013-04-29|8900148|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|2013-04-27|1201.57|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004892|99PAC00007|2013-04-29|2013-04-29|8900148|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|2013-04-27|1201.57|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004893|99PAC00007|2013-04-29|2013-04-29|8900148|Bright Strategies|1202 W. Norfolk Ave|Lincoln|NE|68701|4025803380|2013-04-27|1201.57|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004894|99PAC00007|2013-04-29|2013-04-29|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|2013-04-29|833.33|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004895|99PAC00007|2013-04-29|2013-04-29|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|2013-04-29|833.33|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004896|99PAC00007|2013-04-29|2013-04-29|8900149|Bright Strategies|1202 W. Norfolk Ave|Norfolk|NE|68701|4025803380|2013-04-29|833.34|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004897|99PAC00007|2013-04-29|2013-04-29|8900150|US Post Office||Lincoln|NE|||2013-04-29|884.96|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004898|99PAC00007|2013-04-29|2013-04-29|8900150|US Post Office||Lincoln|NE|||2013-04-29|884.96|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004899|99PAC00007|2013-04-29|2013-04-29|8900150|US Postal ||Lincoln|NE|||2013-04-29|884.97|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004911|99PAC00007|2013-05-02|2013-05-02|8900151|US Postmaster||Lincoln|NE|||2013-05-02|340.6|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004912|99PAC00007|2013-05-02|2013-05-02|8900151|US Postmaster||Lincoln|NE|||2013-05-02|340.61|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004913|99PAC00007|2013-05-02|2013-05-02|8900151|US Postmaster||Lincoln|NE|||2013-05-02|340.61|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004918|99PAC00007|2013-05-03|2013-05-03|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|2013-05-03|1006.17|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004919|99PAC00007|2013-05-03|2013-05-03|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|2013-05-03|1006.17|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|13CFL004920|99PAC00007|2013-05-03|2013-05-03|8900152|Lincoln Journal Star|926 P Street|Lincoln|NE|68508|4024732638|2013-05-03|1006.18|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005779|99PAC00007|2015-04-27|2015-04-27|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|2015-04-23|937.31|99FIS00013|S |||2015-05-04|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005780|99PAC00007|2015-04-27|2015-04-27|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|2015-04-23|937.31|09FIS11563|S |||2015-05-04|nadc06|ANDY F STEBBING
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005781|99PAC00007|2015-04-27|2015-04-27|9420046|Bright Strategies|PO BOX 6272|lincoln|NE|68506|4025803380|2015-04-23|937.3|15FIS13296|S |||2015-05-04|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005782|99PAC00007|2015-04-27|2015-04-27|9420045|US Postmaster|700 R. Street|lincoln|NE|68501||2015-04-24|401.17|99FIS00013|S |||2015-05-04|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005783|99PAC00007|2015-04-27|2015-04-27||US Postmaster|700 R. Street|lincoln|NE|68501||2015-04-24|401.17|09FIS11563|S |||2015-04-27|nadc05|ANDY F STEBBING
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005784|99PAC00007|2015-04-27|2015-04-27||US Postmaster|700 R. Street|lincoln|NE|68501||2015-04-24|401.16|15FIS13296|S |||2015-04-27|nadc05|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005788|99PAC00007|2015-04-29|2015-04-29|9420049|BROADCAST HOUSE|4343 O ST |LINCOLN|NE|68510|4024754561|2015-04-28|3700|15FIS13296|S |||2015-05-05|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005789|99PAC00007|2015-04-29|2015-04-29|9420047|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-04-28|1663.89|15FIS13296|S |||2015-05-04|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005790|99PAC00007|2015-04-29|2015-04-29|9420048|DIGITY MEDIA|3800 CORNHUSKER HWY|LINCOLN|NE|68504|402461234|2015-04-28|4395|15FIS13296|S |||2015-05-04|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005791|99PAC00007|2015-04-30|2015-04-30|9420050|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|402583380|2015-04-29|1429.12|15FIS13296|S |||2015-05-05|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005792|99PAC00007|2015-05-01|2015-05-01|9420051|BRIGHT STRATAGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-04-30|1717.78|15FIS13296|S |||2015-05-05|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005793|99PAC00007|2015-05-04|2015-05-04|9420159|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-05-04|4887.69|15FIS13296|S |||2015-05-11|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005795|99PAC00007|2015-05-06|2015-05-06|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-05-04|1000|15FIS13296|S |||2015-05-11|nadc06|CYNDI R LAMM
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005796|99PAC00007|2015-05-06|2015-05-06|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-05-04|1000|99FIS00013|S |||2015-05-11|nadc06|JON A CAMP
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005797|99PAC00007|2015-05-06|2015-05-06|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|0215-05-04|1000|15FIS13325|S |||2015-05-11|nadc06|MATT  SCHULTE
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|15CFL005798|99PAC00007|2015-05-06|2015-05-06|9420160|BRIGHT STRATEGIES|PO BOX 6272|LINCOLN|NE|68506|4025803380|2015-05-04|1000|09FIS11563|S |||2015-05-11|nadc06|ANDY F STEBBING
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002501|08IRC00486|2008-05-06|2008-05-06|0|First Class Mail, LLC|2345 Grand Blvd, Suite 20|Kansas City|MO|64108||2008-05-06|2722.7|07FIS10945|O |||2008-05-07|nadc01|KENNETH E SCHILZ
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002502|08IRC00486|2008-05-06|2008-05-06||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-06|2037.75|99FIS09559|O |||2008-05-07|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002503|08IRC00486|2008-05-06|2008-05-06||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-06|951.6|07FIS10964|S |||2008-05-07|nadc01|REBECCA  BARRIENTOS-PATLAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002504|08IRC00486|2008-05-06|2008-05-06||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-06|1316.35|99FIS08131|O |||2008-05-07|nadc01|DAVID R NEWELL
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002505|08IRC00486|2008-05-06|2008-05-06||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-06|3351.4|08FIS11259|S |||2008-05-07|nadc01|BRENT T SMOYER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002506|08IRC00486|2008-05-06|2008-05-06||First Class mail, LLC|2345 Grand Blvd, Suite 250|kansas city|MO|68410||2008-05-06|2384.2|08FIS11024|S |||2008-05-07|nadc01|JAMES F GEORGE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002507|08IRC00486|2008-05-06|2008-05-06||first class mail, llc|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-06|2722.7|07FIS10919|S |||2008-05-07|nadc01|BEAU R MCCOY
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002508|08IRC00486|2008-05-05|2008-05-05||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-05|2037.75|07FIS10886|S |||2008-05-07|nadc01|SCOTT A PRICE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002509|08IRC00486|2008-05-05|2008-05-05||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-05|1316.25|07FIS10915|S |||2008-05-07|nadc01|KURT L GESCHWENDER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002510|08IRC00486|2008-05-05|2008-05-05||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-05|2081.95|07FIS10960|S |||2008-05-07|nadc01|JAMES A JEFFERS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002511|08IRC00486|2008-05-05|2008-05-05||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-05|1885|07FIS10917|S |||2008-05-07|nadc01|GREGORY M NEUHAUS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002512|08IRC00486|2008-05-05|2008-05-05||first class mail direct|2345 grand blvd, suite 250|kansas city|MO|64108||2008-05-05|2936.7|07FIS10937|S |||2008-05-07|nadc01|KARL L ELMSHAEUSER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002529|08IRC00486|2008-05-07|2008-05-07||First Class Mail, LLC|235 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-07|2037.75|07FIS10886|S |||2008-05-08|nadc01|SCOTT A PRICE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002530|08IRC00486|2008-05-07|2008-05-07||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-07|2081.95|07FIS10960|S |||2008-05-08|nadc01|JAMES A JEFFERS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002531|08IRC00486|2008-05-07|2008-05-07||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-07|1885|07FIS10917|S |||2008-05-08|nadc01|GREGORY M NEUHAUS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL002532|08IRC00486|2008-05-07|2008-05-07||First Class Mail, LLC|2345 Grand Blvd, Suite 250|Kansas City|MO|64108||2008-05-07|2936.7|07FIS10937|S |||2008-05-08|nadc01|KARL L ELMSHAEUSER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003161|08IRC00486|2008-10-27|2008-10-24|7820233|Axiom Strategies -Sullivan for Legislature|2345 Grand Boulevard, Suite 250|Kansas City |MO|64108|8164071222|2008-10-27|7000|07FIS10940|O |||2008-10-29|nadc06|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003162|08IRC00486|2008-10-27|2008-10-24|7820226|Axiom Strategies -Tanya Cook for Legislature|2345 Grand Blvd, Suite 250 |Kansas City |MO|64108|8164071222|2008-10-27|7000|07FIS10954|O |||2008-10-29|nadc06|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003163|08IRC00486|2008-10-27|2008-10-24|7820227|Axiom Strategies-Tanya Cook for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|2008-10-28|7000|07FIS10954|O |||2008-10-29|nadc06|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003164|08IRC00486|2008-10-27|2008-10-24|7820228|Axiom Strategies - Ken Haar for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|2008-10-27|7000|08FIS11036|O |||2008-10-29|nadc06|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003165|08IRC00486|2008-10-27|2008-10-24|7820229|Axiom Strategies -Ken Haar for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|2008-10-28|7000|08FIS11036|O |||2008-10-29|nadc06|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003166|08IRC00486|2008-10-27|2008-10-24|7820230|Axiom Strategies -Kopplin for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|2008-10-27|7000|99FIS09559|O |||2008-10-29|nadc06|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003167|08IRC00486|2008-10-27|2008-10-24|7820231|Axiom Strategies -Kopplin for Legislature|2345 Grand Blvd., Suite 250 |Kansas City |MO|64108|8194071222|2008-10-28|7000|99FIS09559|O |||2008-10-29|nadc06|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003168|08IRC00486|2008-10-27|2008-10-24|7820232|Axiom Strateigies - Chuck Shoemaker for Legislature|2345 Grand Blvd., Suite 250|Kansas City |MO|64108|8164071222|2008-10-27|7000|08FIS11065|O |||2008-10-29|nadc06|DON   (CHUCK) C SHOEMAKER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003194|08IRC00486|2008-10-29|2008-10-29|7840022|Axiom Strategies - Kopplin For Legislature|2345 Grand Boulevard #250|kansas city|MO|64108||2008-10-27|249.76|99FIS09559|O |||2008-11-04|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003195|08IRC00486|2008-10-29|2008-10-29|7840023|Axiom Strategies - Tanya Cook for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||2008-10-27|227.28|07FIS10954|O |||2008-11-04|nadc01|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003197|08IRC00486|2008-10-29|2008-10-29|7840024|Axiom Strategies - Ken Haar for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||2008-10-27|155.16|08FIS11036|O |||2008-11-04|nadc01|KENNETH W HAAR
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003198|08IRC00486|2008-10-29|2008-10-29|7840025|Axiom Strategies - Chuck Shoemaker for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||2008-10-27|303.44|08FIS11065|O |||2008-11-04|nadc01|DON   (CHUCK) C SHOEMAKER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003199|08IRC00486|2008-10-29|2008-10-29|7840026|Axiom Strategies - Rex Moats for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||2008-10-27|297.44|07FIS10930|O |||2008-11-04|nadc01|REX  J MOATS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003200|08IRC00486|2008-10-29|2008-10-29|7840027|Axiom Strategies - Sullivan for Legislature|2345 Grand Boulevard #250|Kansas City|MO|64108||2008-10-27|325.64|07FIS10940|O |||2008-11-04|nadc01|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003237|08IRC00486|2008-10-28|2008-10-28|7840018|Axiom Strategies - Tanya Cook for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||2008-10-29|7000|07FIS10954|O |||2008-11-04|nadc01|TANYA D COOK
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003238|08IRC00486|2008-10-28|2008-10-28|7840019|Axiom Strategies - Kopplin for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||2008-10-29|7000|99FIS09559|O |||2008-11-04|nadc01|GAIL F KOPPLIN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003239|08IRC00486|2008-10-28|2008-10-28|7840020|Axiom Strategies - Sullivan for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||2008-10-30|7000|07FIS10940|O |||2008-11-04|nadc01|KATHLEEN A SULLIVAN
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003240|08IRC00486|2008-10-28|2008-10-28|7840021|Axiom Strategies - Rex Moats for Legislature|2345 Grand Blvd, #250|Kansas City|MO|64108||2008-10-30|7000|07FIS10930|O |||2008-11-04|nadc01|REX  J MOATS
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|08CFL003242|08IRC00486|2008-11-04|2008-11-04|7840151|Axiom Strategies - Dennis Utter for Legislature|2345 Grand Blvd, Suite 250|Kansas City |MO|64108|8164071222|2008-10-31|303.44|07FIS10908|S |||2008-11-10|nadc06|DENNIS R UTTER
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003437|08IRC00486|2009-05-04|2009-05-04|8010037|Clear Channel Radio - Daub for Mayor 2009|5010 Underwood Avenue|Omaha|NE|68132|4025568000|2009-05-01|2800|99FIS00251|S |||2009-05-15|nadc01|HAL   DAUB
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003438|08IRC00486|2009-05-04|2009-05-04|8010038|Clear Channel Radio - Jim Suttle for Mayor of Omaha|5010 Underwood Avenue|Omaha|NE|68132|4025568000|2009-05-01|4200|99FIS09878|O |||2009-05-15|nadc01|JAMES H SUTTLE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003440|08IRC00486|2009-05-06|2009-05-06|8010040|Clear Channel Radio - Jim Suttle for Mayor of Omaha|5010 Underwood Avenue|Omaha|NE|68132|4025568000|2009-05-05|1308|99FIS09878|O |||2009-05-15|nadc01|JAMES H SUTTLE
NAPS PAC  (NE ALLIANCE FOR THE PRIVATE SECTOR)|09CFL003441|08IRC00486|2009-05-06|2009-05-06|8010039|Clear Channel Radio - Daub for Mayor 2009|5010 Underwood Avenue|Omaha|NE|68132|4025568000|2009-05-05|872|99FIS00251|S |||2009-05-15|nadc01|HAL   DAUB
NATIONAL RIFLE ASSOCIATION PAC|11CFL004698|99PAC00036|2011-01-20|2011-01-20|0|Prolist, Inc. - Jim Suttle for Mayor of Omaha|8341 Beechcraft Avenue|Gaithersburg|MD|20879|3019244545|2011-01-19|3333.41|99FIS09878|O |||2011-01-26|nadc06|JAMES H SUTTLE
NE ASSOCIATION OF TRIAL ATTORNEYS -PAC|06CFL002193|99PAC00104|2006-11-07|2006-11-07||FIELDWORKS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-01|2000|05FIS10061|S |||2006-11-07|nadc06|STEVEN  LATHROP
NE BANKERS STATE PAC|14CFL005391|99PAC00041|2014-10-23|2014-10-24|9240041||||AL|||2014-10-23|1000|14FIS12848|S |||2014-10-30|nadc06|TOMMY L GARRETT
NE BANKERS STATE PAC|14CFL005392|99PAC00041|2014-10-24|2014-10-24|9240042||||AL|||2014-10-23|1000|13FIS12709|S |||2014-10-30|nadc06|LAURA  EBKE
NE CHAMBER OF COMMERCE & INDUSTRY PAC|10CFL004649|99PAC00097|2010-11-18|2010-11-18|8310141|The Cottington Group - Lautenbaugh for Legislature|1151 Orchard Circle|St Paul|MN|55118|6512078847|2010-10-31|1500|07FIS10931|S |||2010-11-22|nadc06|SCOTT A LAUTENBAUGH
NE CHAMBER OF COMMERCE & INDUSTRY PAC|10CFL004650|99PAC00097|2010-11-18|2010-11-18|8310141|The Cottington Group - K nabe for Legislature|1151 Orchard Group|St Paul|MN|55118|6512078847|2010-10-31|1500|10FIS11595|S |||2010-11-22|nadc06|JOHN W KNABE
NE FAMILY PAC|13CFL004889|12IRC00506|2013-04-29|2013-04-29|8900153|US Post Office|700 R Street|Lincoln|NE|68508||2013-04-26|654.62|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004890|12IRC00506|2013-04-29|2013-04-29|8900153|US Post Office|700 R Street|Lincoln |NE|68508||2013-04-26|654.62|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004891|12IRC00506|2013-04-29|2013-04-29|8900153|US Post Office|700 R Street|Lincoln|NE|68508||2013-04-26|654.62|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
NE FAMILY PAC|13CFL004921|12IRC00506|2013-05-03|2013-05-03|8900154|US Post Office|700 R Street|Lincoln|NE|68508||2013-05-01|639.59|99FIS03854|S |||2013-05-07|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004922|12IRC00506|2013-05-03|2013-05-03|8900154|US Post Office|700 R Street|Lincoln|NE|68508||2013-05-01|639.59|13FIS12553|S |||2013-05-07|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004923|12IRC00506|2013-05-03|2013-05-03|8900154|US Post Office|700 R Street|Lincoln|NE|68508||2013-05-01|639.6|13FIS12556|S |||2013-05-07|nadc06|TRENT J FELLERS
NE FAMILY PAC|13CFL004924|12IRC00506|2013-05-06|2013-05-06|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|2013-05-06|513.6|99FIS03854|S |||2013-05-13|nadc06|MARK A WHITEHEAD
NE FAMILY PAC|13CFL004925|12IRC00506|2013-05-06|2013-05-06|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|2013-05-06|513.6|13FIS12553|S |||2013-05-13|nadc06|ROY A CHRISTENSEN
NE FAMILY PAC|13CFL004926|12IRC00506|2013-05-06|2013-05-06|8910100|Quality Press|3500 North 20th Street|Lincoln|NE|68521|4024771633|2013-05-06|513.6|13FIS12556|S |||2013-05-13|nadc06|TRENT J FELLERS
NE FARM BUREAU FEDERATION PAC|06CFL000366|99PAC00055|2006-05-01|2006-05-01|7300019|Mid America  Ag Network -Heineman|1632 S Maize Rd|Wichita|KS|67209|3167218484|2006-04-28|1000|99FIS05555|S |||2008-07-11|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000367|99PAC00055|0200-05-01|2006-05-01|7300020|WNAX-AM -Heineman|1609 E Hwy 50|Yankton|SD|57078|6056657892|2006-04-28|2400|99FIS05555|S |||2008-07-11|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000368|99PAC00055|2006-05-01|2006-05-01|7300021|KRVN Radio -Heineman|PO Box 880|Lexington|NE|68850|3083242371|2006-04-28|1920|99FIS05555|S |||2008-07-11|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000382|99PAC00055|2006-05-02|2006-05-02|7300021|Nebraska Republican Party -Heineman|1620 N St|Lincoln|NE|68508||2006-05-02|6000|99FIS05555|S |||2008-07-11|nadc05|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL000384|99PAC00055|2006-05-02|2006-05-03|7300023|Dave Heineman for Governor Committee|1620 N Street|Lincoln|NE|68508|4024743283|2006-05-02|6000|99FIS05555|S |||2006-05-12|nadc06|DAVID E HEINEMAN
NE FARM BUREAU FEDERATION PAC|06CFL001623|99PAC00055|2006-10-26|2006-10-26||FARMERS AND RANCHERS FOR TAX FAIRNESS -Ini.423|145 MAIN ST|LYONS|NE|68038|4028465428|2006-10-25|2500|||06BQC00138|S |2008-07-11|nadc05|INITIATIVE MEASURE 423
NE FARM BUREAU FEDERATION PAC|08CFL002552|99PAC00055|2008-05-12|2008-05-12|7770144|Office Max -Garwood|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|2008-05-09|689.63|07FIS10916|S |||2008-07-11|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002553|99PAC00055|2008-05-12|2008-05-12|7770144|Postmaster -Garwood|1201 Calvert |Lincoln|NE|68502|8002758777|2008-05-09|341.45|07FIS10916|S |||2008-07-11|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002554|99PAC00055|2008-05-12|2008-05-12|7770144|Miller Mailing -Garwood|5005 S 16 |Lincoln|NE|68512|4024236482|2008-05-09|86.16|07FIS10916|S |||2008-07-11|nadc05|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL002555|99PAC00055|2008-05-12|2008-05-12|7770144|Nebraska Farm Administrative Corp -Garwood|PO Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|30|07FIS10916|S |||2008-07-11|nadc05|DOUGLAS  R GARWOOD
