ID|Lobbyist Last Name|Lobbyist First Name|Principal Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
414|Funk|Christine|Planned Parenthood|Statement of Activity|1999-07-12|1999-07-22|$100.00|PAID|||1999-09-08|
415|Childers|Paula|Mothers Against Drunk Driving|Statement of Activity|1999-07-12|1999-07-22|$100.00|REDUCED|$0.00|1999-08-24||
416|Hulme|Doyle|New Holland North America|Statement of Activity|1999-07-12|1999-07-22|$100.00|RED/PAID|$10.00|1999-08-24|1999-08-24|
417|Preston|James|Nebraska Trucking Association|Statement of Activity|1999-07-12|1999-07-21|$90.00|PAID|||1999-08-18|
418|Fischer|Gary|Family Housing Advisory Services, Inc|Statement of Activity|1999-07-12|1999-07-22|$100.00|PAID|||1999-08-13|
419|Hartley|Shirley|MADD, Nebraska|Statement of Activity|1999-07-12|1999-07-22|$100.00|REDUCED|$0.00|1999-08-12||
420|Hartley|Richard|MADD, Nebraska|Statement of Activity|1999-07-12|1999-07-22|$100.00|REDUCED|$0.00|1999-08-12||
422|Dobras|Victor|Sprint|Statement of Activity|1999-07-12|1999-08-16|$300.00|PAID|||1999-09-14|
423|Grant|Rhonda|Jackson National Life Insurane Company|Statement of Activity|1999-07-12|1999-07-21|$90.00|REDUCED|$0.00|1999-08-30||
424|Boldt|Randy|HMO Nebraska|Statement of Activity|1999-07-12|1999-08-13|$300.00|PAID|||1999-10-01|
425|Seibel|Lori|City of Lincoln|Statement of Activity|1999-07-12|1999-08-16|$300.00|REDUCED|$0.00|1999-09-01||
426|Itkin|Laurie|Sprint|Statement of Activity|1999-07-12|1999-07-23|$110.00|REDUCED|$0.00|1999-08-27|1999-08-27|
427|Tewes|Tim|Norwest Bank Nebraska|2nd Quarter Report|1999-07-15|1999-08-19|$300.00|PAID|||1999-10-06|
428|Dugan|Susie|PRIDE-Omaha, Inc.|3rd Quarter Report|1998-10-15|1999-07-02|$300.00|RED/PAID|$10.00|1999-09-16|1999-09-16|
429|Dugan|Susie|PRIDE-Omaha, Inc.|4th Quarter Report|1999-01-15|1999-07-02|$300.00|RED/PAID|$10.00|1999-09-16|1999-09-16|
430|American Communications Group||Housing Excellence Coalition|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
431|American Communications Group||American Heart Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
432|American Communications Group||Nebraska Acadamy of Physician Assistants|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
433|American Communications Group||Nebraska Psycological Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
434|American Communications Group||Nebraska Association of Behavioral Health Organiza|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
435|American Communications Group||Center for Rural Affairs|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
436|American Communications Group||Nebraska Speech Language and Hearing Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
437|American Communications Group||Nebraska Board of Engineers and Architects|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
438|American Communications Group||Nebraska Chapter of the Physical Therapy Associati|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
439|American Communications Group||Nebraska Counciling Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
440|American Communications Group||Citizens for a Healthy Nebraska|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
441|American Communications Group||Nebraska Emergency Medical Services Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
442|American Communications Group||Nebraska Professional Fire Fighters Association|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
443|American Communications Group||Nebraska Association of Public Employees|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
444|American Communications Group||Association of Nebraska Community Action Agencies|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
445|American Communications Group||Papio Missouri NRD|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
446|American Communications Group||APCO Associates, Inc.|Statement of Activity|1999-07-12|1999-07-13|$10.00|PAID|||1999-08-31|
447|Golden|Jeffery|Children and Family Coalition of Nebraska|3rd Quarter Report|1999-10-15|1999-10-18|$75.00|PAID|||1999-10-18|
448|Fischer|Gary|Family Housing Advisory Services, Inc.|3rd Quarter Report|1999-10-15|1999-10-20|$125.00|PAID|||1999-10-27|
449|Babcock|Marsha|Mechanical Contractors Association of Omaha|3rd Quarter Report|1999-10-15|1999-10-19|$100.00|PAID|||1999-11-09|
450|McDonald|Gordon|Nebraska State AFL-CIO|3rd Quarter Report|1999-10-15|1999-10-22|$175.00|REDUCED|$0.00|1999-11-22||
451|Dugan|Susie|PRIDE - Omaha, Inc.|3rd Quarter Report|1999-10-15|1999-10-18|$75.00|PAID|||1999-11-01|
452|LeMieux|Matthew|American Civil Liberties Union|3rd Quarter Report|1999-10-15|1999-10-18|$75.00|REDUCED|$0.00|1999-11-05||
453|Fraizer|T.J.|American Insurance Association|3rd Quarter Report|1999-10-15|1999-10-18|$75.00|PAID|||1999-11-04|
454|Fraizer|T.J.|Mutual of Omaha Insurance Companies|3rd Quarter Report|1999-10-15|1999-10-18|$75.00|PAID|||1999-11-04|
455|Ozanne|Colleen|State Farm Insurance Companies|3rd Quarter Report|1999-10-15|1999-10-22|$175.00|REDUCED|$0.00|1999-11-05||
456|Nielsen|Coleen|State Farm Insurance Companies|3rd Quarter Report|1999-10-15|1999-10-22|$175.00|PAID|||1999-10-29|
458|Canuteson|Elizabeth|Sprint|3rd Quarter Report|1999-10-15|1999-11-03|$475.00|REDUCED|$0.00|1999-11-18||
459|Eret|Don|Supporters of Nebraska Tractor Testing|3rd Quarter Report|1999-10-15|1999-10-27|$300.00|REDUCED|$0.00|1999-11-18||
460|Gale|Kristine|MidAmerican Energy Holdings Company|3rd Quarter Report|1999-10-15|1999-11-02|$450.00|PAID|||1999-11-09|
461|Herrin|Sally J.|Farmers Educational & Cooperative Union of Nebrask|3rd Quarter Report|1999-10-15|1999-10-29|$350.00|REDUCED|$0.00|1999-11-23||
462|Hansen|John |Farmers Educational & Cooperative Union of Nebrask|3rd Quarter Report|1999-10-15|1999-10-29|$350.00|REDUCED|$0.00|1999-11-23||
463|Mills|Guyla|NonPartisian Family Coalition|3rd Quarter Report|1999-10-15|1999-11-02|$450.00|REDUCED|$0.00|1999-11-18||
464|Ptacek|Patrick|Nebraska Grain and Feed Association|3rd Quarter Report|1999-10-15|1999-10-27|$300.00|PAID|||1999-11-15|
465|Chermok|Ruth|National Electrical Contractors Assn.|3rd Quarter Report|1999-10-15|1999-11-05|$525.00|PAID|$25.00||1999-11-19|
466|Sands|Dave|National Audubon Society|3rd Quarter Report|1999-10-15|1999-11-03|$475.00|REDUCED|$0.00|1999-11-16||
467|Peffer|Walter|City of Elkhorn|3rd Quarter Report|1997-10-15|1997-12-09|$255.00|PAID|$255.00||2002-01-25|
468|Butler|Richard J.|Nebraska Mortgage Association|4th Quarter Report|2000-01-18|2000-01-19|$25.00|PAID|||2000-02-18|
469|Cavanaugh|James P.|Sodexo Marriott|4th Quarter Report|2000-01-18|2000-01-19|$25.00|PAID|||2000-02-10|
470|Graves|Eugene|Metro Omaha Builders Association|4th Quarter Report|2000-01-18|2000-01-24|$125.00|RED/PAID|$50.00|2000-02-23|2000-02-23|
471|Schmit-Albin|Julie|Nebraska Right to Life|4th Quarter Report|2000-01-18|2000-01-27|$225.00|PAID|||2000-02-01|
472|Bunger|Charles (Ken)|Mayor, City of Omaha|4th Quarter Report|2000-01-18|2000-02-02|$375.00|REDUCED|$0.00|2000-03-31||
473|Solem|Calvin|Associated General Contractors|4th Quarter Report|2000-01-18|2000-02-01|$375.00|RED/PAID|$25.00|2000-03-09|2000-03-09|
474|Grant|Rhonda|Jackson National Life Insurance Company|4th Quarter Report|2000-01-18|2000-02-09|$550.00|PAID|||2000-02-17|
475|Fahleson|Mark A.|Anderson Management Services, Inc.|1st Quarter Report|2000-04-17|2000-04-20|$75.00|RED/PAID|$25.00|2000-05-16|2000-05-16|
476|Bianco|William J.|Chris Lake Association|1st Quarter Report|2000-04-17|2000-04-20|$75.00|REDUCED|$0.00|2000-05-10||
478|Schmit-Albin|Julie|Nebraska Right to Life|1st Quarter Report|2000-04-17|2000-04-20|$75.00|PAID|||2000-05-01|
479|Bentjen|Charles|Nebraska Synod, ELCA|1st Quarter Report|2000-04-17|2000-04-18|$25.00|PAID|||2002-09-25|
480|Bianco|William J.|Villa Springs Lake Association|1st Quarter Report|2000-04-17|2000-04-20|$75.00|REDUCED|$0.00|2000-05-10||
481|Dehart|Chuck|Williams Companies|1st Quarter Report|2000-04-17|2000-04-19|$50.00|REDUCED|$0.00|2000-05-10||
482|Beaver|Debbie|Williams Companies|1st Quarter Report|2000-04-17|2000-04-19|$50.00|REDUCED|$0.00|2000-05-10||
483|Sands|David|National Audubon Society|1st Quarter Report|2000-04-17|2000-04-25|$200.00|REDUCED|$0.00|2000-05-12||
484|Sigerson|Chuck|Nebraska Republican Party|1st Quarter Report|2000-04-17|2000-04-25|$200.00|PAID|||2000-06-01|
485|Sigerson|Andrew|Professional Child Care Providers Association of N|1st Quarter Report|2000-04-17|2000-04-26|$225.00|RED/PAID|$25.00|2000-07-18|2000-07-18|
486|Bianco|William|Villa Springs Lake Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-07-06|2000-07-05|
487|Bianco|William|Chris Lake Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-07-06|2000-07-05|
488|Eynon-Kokrda|Elizabeth|Omaha Public Schools|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-07-03|2000-07-03|
489|Eynon-Kokrda|Elizabeth|Nebraska Methodist Health System|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-07-03|2000-07-03|
490|Lutz|Mark|Nebraska Restaurant Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-26|
491|Lutz|Mark|Employers Unemployment Insurance Co|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-20|
492|Lutz|Richard|Nebraska Restaurant Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-20|
493|Lutz|Richard|Employers Unemployment Insurance Co|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-26|
494|Orton|Leroy|Nebraska State Irrigation Association|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-20|
495|Orton|Leroy|Nebraska Well Drillers Assocation|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-25|
496|Potter|Cara|Coalition for Consumer Choice in Real Estate|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID||||
497|Potter|Cara|Nebraska Retail Grocers Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-16|
498|Scarpello|Sam|Omaha Building & Construction Trades Council|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
499|Scarpello|Sam|Omaha Federation of Labor|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
500|Scarpello|Sam|Nebraska State Council of Electrical Workers|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
501|Scarpello|Sam|Nebraska State Utility Workers Conference|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
502|Schmit|Loran|Ag Processing|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-07-25|
503|Schmit|Loran|Allied Gaming|Statement of Activity|2000-05-30|2000-06-05|$150.00|REDUCED|$0.00|2000-09-05||
504|Schmit|Loran|Ethanol Research|Statement of Activity|2000-05-30|2000-06-05|$150.00|REDUCED|$0.00|2000-09-05||
505|Schmit|Loran|Bell Family Farms|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-07-25|
506|Schmit|Loran|Nebraska Grain & Feed|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-10-16|
507|Schmit|Loran|Nebraska Chiropratic Physicians Association|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-07-25|
508|Schmit|Loran|Nebraska Wheat Growers|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-10-16|
509|Adams|Donald|Nebraskans First, Inc|Statement of Activity|2000-05-30|2000-06-05|$50.00|RED/PAID|$25.00|2000-06-28|2000-06-28|
510|Baker|Darryl|Norris Public Power District|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID|||2000-06-13|
511|Beerman|Allen|Nebraska Press Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-14|
512|Brinkman|Jennifer|City of Lincoln|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-13|
513|Blank|Robert|Metro right to life|Statement of Activity|2000-05-30|2000-06-02|$75.00|REDUCED|$0.00|2000-06-23||
514|Blankenau|Don|CarDirect.com|Statement of Activity|2000-05-30|2000-06-02|$75.00|REDUCED|$0.00|2000-07-12||
515|Bruning|Deonne|AT & T Corp|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
516|Buntain|David|Housing Authority of Lincoln|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-12|
517|Counts|Barry|Sprint Corporation|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-29|
518|Clark|Douglas|Utilicorp United, Inc|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-30|
519|Didier|Genenne|Brain Injury Association of Nebraska, Inc|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-07-10|2000-07-10|
520|Dobler|James|Farmers Mutual Insurance Company of Nebraska|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
521|Dugan|Susie|Pride-Omaha, Inc|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-19|
522|Engel|Michelle|AT & T Corp|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
523|Flannery|John|GTE|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-15||
524|Fulton|Jack|The Western Sugar Company|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-14|
525|Gibson|Lisa|Voices for Children|Statement of Activity|2000-05-30|2000-06-05|$150.00|REDUCED|$0.00|2000-06-23||
526|Graves|Eugene|Metro Omaha Builders Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2001-03-19|
527|Haar|Kenneth|Nebraska Democratic State Central Committee|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-14|
528|Hansen|John|Farmers Educational & Cooperative State Union of|Statement of Activity|2000-05-30|2000-06-02|$75.00|PAID|||2000-06-23|
529|Harding|William|League of Nebraska Municipalities|Statement of Activity|2000-05-30|2000-06-02|$75.00|RED/PAID|$25.00|2000-07-03|2000-07-03|
530|Hartley|Shirley|Mothers Against Drunk Driving|Statement of Activity|2000-05-30|2000-06-02|$75.00|RED/PAID|$25.00|2000-07-14|2000-07-14|
531|Hartmann|Bill|Associated General Contractors|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-06-29|2000-06-29|
532|Herrin|Sally|Farmers Educational & Cooperative State Union of|Statement of Activity|2000-05-30|2000-06-02|$75.00|REDUCED|$0.00|2000-06-23||
533|Hedman|Gary|Southern Nebraska Rural Public Power District|Statement of Activity|2000-05-30|2000-06-01|$50.00|RED/PAID|$25.00|2000-06-28|2000-06-28|
534|Hood|Jane Renner|Nebraska Humanities Council|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-16|
535|Hullet|Kelvin|Lincoln Chamber of Commerce|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
536|Kracke|Donald|Nebraska Livestock Markets Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
537|Karnes|David|CarsDirect.com|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
539|Milder|Ally|Nebraskans Against Expanded Gambling|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2001-07-13||
540|Mossman|Stephen|Private Waste Management and Recycling Association|Statement of Activity|2000-05-30|2000-06-02|$75.00|REDUCED|$0.00|2000-06-23||
541|Nabb|Doug|Fremont Public Schools|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
542|Ptacek|Patrick|Nebraska Grain and Feed Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-14|
543|Scherling|Mary|Nebraska Nurses Association|Statement of Activity|2000-05-30|2000-06-01|$50.00|REDUCED|$0.00|2000-06-23||
544|Schroeder|William|Alliance of American Insurers|Statement of Activity|2000-05-30|2000-05-31|$25.00|PAID|||2000-06-22|
545|Shaw|Timothy|Nebraska Advocacy Services, Inc|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-07-17|
546|Sieh|Loren|Boyd county Monitoring Committee|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2001-04-18|
547|Stock|Darrell|Jim Hudson|Statement of Activity|2000-05-30|2000-06-01|$50.00|PAID|||2000-06-19|
548|Swertzic|Michelle|Nebraska Propane Gas Association|Statement of Activity|2000-05-30|2000-05-31|$25.00|PAID|||2000-06-21|
549|Tooker|Norman|Nebraska State Grange|Statement of Activity|2000-05-30|2000-06-05|$150.00|PAID||2000-06-23|2000-07-03|
550|Wylie|William|Nebraska Insurance Information Service|Statement of Activity|2000-05-30|2000-06-05|$150.00|REDUCED|$0.00|2000-06-23||
551|Plucker-Schwartz|Julia|Western Surety Company|Statement of Activity|2000-05-30|2000-06-05|$150.00|REDUCED|$0.00|2000-06-23||
552|Clemens|Lisa|Cargill, Incorporated|Statement of Activity|2000-05-30|2000-06-06|$175.00|PAID|||2001-03-08|
553|Beaver|Debbie|Williams Companies|Statement of Activity|2000-05-30|2000-06-06|$175.00|RED/PAID|$25.00|2000-07-03|2000-07-03|
554|Dehart|Chuck|Williams Companies|Statement of Activity|2000-05-30|2000-06-06|$175.00|RED/PAID|$25.00|2000-07-03|2000-07-03|
555|Kennedy|Christopher|Nebraska Credit Union League & Affiliates|Statement of Activity|2000-05-30|2000-06-06|$175.00|RED/PAID|$25.00|2000-06-30|2000-06-30|
556|Sullivan|J. Scott|Nebraska Credit Union League & Affiliates|Statement of Activity|2000-05-30|2000-06-06|$175.00|RED/PAID|$25.00|2000-06-30|2000-06-30|
557|McGee|John|CSC Credit Services|Statement of Activity|2000-05-30|2000-06-06|$175.00|REDUCED|$0.00|2000-06-26|2000-06-26|
558|Welsch|Mark|Group to Alleviate Smoking Pollution, Inc.|Statement of Activity|2000-05-30|2000-06-08|$225.00|REDUCED|$0.00|2000-07-31||
559|Grant|Rhonda|Jackson National Life Insurance Company|Statement of Activity|2000-05-30|2000-06-07|$200.00|PAID|||2000-06-26|
560|Cavanaugh|Sheamus|ABATE OF NEBRAKSA, INC.|Statement of Activity|2000-05-30|2000-06-20|$525.00|REDUCED|$0.00|2000-06-23||
561|Radcliffe|Walter|Nebraska Securities Industry Association|Statement of Activity|2000-05-30|2000-06-21|$550.00|REDUCED|$0.00|2000-06-23||
562|Hoke|Fred|CHRISTIAN SCIENCE COMMITTEE ON PUBLICATION FOR NE|Statement of Activity|2000-05-30|2000-06-20|$525.00|REDUCED|$0.00|2000-06-23||
563|Jorgensen|Dawn|ABATE OF NE|Statement of Activity|2000-05-30|2000-06-16|$425.00|PENDING||||
564|Plucker-Schwartz|Julia|MULTISTATE ASSOC. INC. ON BEHALF OF AIRTOUCH COMM.|Statement of Activity|2000-05-30|2000-06-19|$500.00|REDUCED|$0.00|2000-07-10||
565|TUSHAR|DANENE|MULTISTATE ASSOC. INCO. ON BEHALF OF AIRTOUCH COMM|Statement of Activity|2000-05-30|2000-06-19|$500.00|REDUCED|$0.00|2000-07-06||
566|THOMPSON|NANCY|CENTER FOR RURAL AFFAIRS|Statement of Activity|2000-05-30|2000-06-23|$600.00|REDUCED|$0.00|2000-07-10||
567|FISHER|DAN|B.P.O. ELKS, USA|Statement of Activity|2000-05-30|2000-06-27|$700.00|REDUCED|$0.00|2000-07-06||
568|Bentjen|Charles|Nebraska Synod, ELCA|Statement of Activity|2000-05-30|2000-06-26|$300.00|PAID|||2003-09-17|
569|Fahleson|Mark|ANDERSON MANAGEMENT SERVICES, INC|2nd Quarter Report|2000-07-17|2000-07-19|$50.00|REDUCED|$0.00|2000-08-10||
570|Fahleson|Mark|HIGH PLAINS CORPORATION|2nd Quarter Report|2000-07-17|2000-07-19|$50.00|REDUCED|$0.00|2000-08-10||
571|SWERTZIC|MICHELLE|NEBRASKA PROPANE GAS ASSOCIATION|2nd Quarter Report|2000-07-17|2000-07-20|$75.00|PAID|||2000-09-25|
572|Bukar|Nancy|Consumer Healthcare Products Association|2nd Quarter Report|2000-07-17|2000-07-24|$175.00|REDUCED|$0.00|2001-02-05||
573|Engel|Michelle|AT & T CORPORATION|2nd Quarter Report|2000-07-17|2000-07-24|$175.00|RED/PAID|$25.00|2000-08-24|2000-08-24|
574|Bruning|Deonne|AT & T CORPORATION|2nd Quarter Report|2000-07-17|2000-07-24|$175.00|RED/PAID|$25.00|2000-08-25|2000-08-25|
575|SIGERSON|ANDREW|PROFESSIONAL CHILD CARE PROVIDERS ASSOCIATION OF A|2nd Quarter Report|2000-07-17|2000-07-18|$25.00|PAID|||2000-11-08|
576|PAPPAS|JAMES|LAVISTA KENO|2nd Quarter Report|2000-07-17|2000-07-21|$100.00|PAID|||2001-01-03|
578|Jordison|John|NEBRASKA TAX RESEARCH COUNCIL|2nd Quarter Report|2000-07-12|2000-07-26|$225.00|RED/PAID|$25.00|2000-08-18|2000-08-18|
579|Uhe|Fred|SARPY COUNTY BOARD OF COMMISSIONERS|2nd Quarter Report|2000-07-12|2000-07-26|$225.00|REDUCED|$0.00|2000-07-31||
716|Swertzic|Michelle|NE Propane Gas Association|Statement of Activity|2002-06-03|2002-06-10|$175.00|PAID|||2002-07-05|
717|Yontz|Randall|American Heart Association|Statement of Activity|2002-06-03|2002-06-10|$175.00|REDUCED|$0.00|2002-06-25||
718|Adams|Donald|Nebraskans First|Statement of Activity|2002-06-03|2002-06-16|$325.00|REDUCED|$0.00|2002-06-26||
719|Alberts|Dan|American Corn Growers|Statement of Activity|2002-06-03|2002-06-19|$350.00|PAID|||2002-06-25|
720|Barrett|John|Nebraska Republican Party|Statement of Activity|2002-06-03|2002-06-16|$325.00|REDUCED|$0.00|2002-07-02||
721|Butz|Timothy|ACLU Nebraska|Statement of Activity|2002-06-03|2002-06-17|$350.00|PAID|||2002-07-15|
722|Clark|Robin|First National Bank of Omaha|Statement of Activity|2002-06-03|2002-06-20|$425.00|REDUCED|$0.00|2002-06-20||
723|Counts|Barry|Sprint|Statement of Activity|2002-06-03|2002-06-17|$350.00|REDUCED|$0.00|2002-06-28||
724|Croner|Scott|NE Outfitters & Guides Assn|Statement of Activity|2002-06-03|2002-06-18|$375.00|REDUCED|$0.00|2002-06-21||
725|DeHart|Chuck|Williams Companies|Statement of Activity|2002-06-03|2002-06-20|$425.00|REDUCED|$0.00|2002-06-28||
726|Deppe|Jonah|League of Women Voters|Statement of Activity|2002-06-03|2002-06-20|$425.00|RED/PAID|$25.00|2002-08-20|2002-08-20|
727|Edson|Dean|NE Association of Resource Districts|Statement of Activity|2002-06-03|2002-06-19|$400.00|REDUCED|$0.00|2002-06-21||
728|Elliott|Joseph|Professional Insurance Agents of NE|Statement of Activity|2002-06-03|2002-06-05|$50.00|RED/PAID|$25.00|2002-07-11|2002-07-11|
729|Ferdinand|L. Rene|The Arc of Nebraska|Statement of Activity|2002-06-03|2002-06-11|$200.00|PAID|||2002-06-27|
730|Fox|Deryl Dean|ABATE of Nebraska|Statement of Activity|2002-06-03|2002-06-20|$425.00|RED/PAID|$25.00|2002-07-29|2002-07-29|
731|Grant|Rhonda|Jackson National Life Insurance Company|Statement of Activity|2002-06-03|2002-06-13|$250.00|PAID|||2002-06-26|
733|Harris|Nance|NE Trucking Association|Statement of Activity|2002-06-03|2002-06-05|$50.00|REDUCED|$0.00|2002-06-21||
734|Harvey|William|Big Red Lottery Services, Ltd|Statement of Activity|2002-06-03|2002-06-12|$225.00|REDUCED|$0.00|2002-06-27||
735|Hereden|Jerry|Williams Companies|Statement of Activity|2002-06-03|2002-06-20|$425.00|REDUCED|$0.00|2002-06-28||
736|Johnson|Dick|Associated Builders and Contractors|Statement of Activity|2002-06-03|2002-06-07|$100.00|REDUCED|$0.00|2002-06-21||
737|Johnson|Sandy|NE Medical Association|Statement of Activity|2002-06-03|2002-06-17|$350.00|REDUCED|$0.00|2002-06-25||
738|Kay|Sara|AIA Nebraska|Statement of Activity|2002-06-03|2002-06-20|$425.00|REDUCED|$0.00|2002-07-08||
739|Keigher|Timothy|NE Petroleum Marketers|Statement of Activity|2002-06-30|2002-06-07|$100.00|PAID|||2002-06-18|
740|Kelley|Michael|Radcliffe & Associates|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
741|Kelley|Michael|Dougals County, NE|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
742|Kelley|Michael|Eastern NE Human Service Agency|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
743|Kelley|Michael|Elevator Industry Work Preservation Fund|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
744|Kelley|Michael|Horsemen's Benevolent & Protective Assn.|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
745|Kelley|Michael|Ignition Interlock Systems of Iowa, Inc.|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
746|Kelley|Michael|Auto Auctions|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
747|Kelley|Michael|Kelley & Lehan, PC|Statement of Activity|2004-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
748|Kelley|Michael|Metropolitan Utilities District|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
749|Kelley|Michael|NE Criminal Defense Attys Assn|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
750|Kelley|Michael|NE Liquor Distributors|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
751|Kelley|Michael|Omaha Airport Authority|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
753|Kelley|Michael|Omaha Exposition & Racing, Inc.|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
754|Kelley|Michael|Responsible Beverage Operators of NE|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
755|Kelley|Michael|Smokeless Tobacco|Statement of Activity|2004-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
756|Kelley|Michael|Eastern Nebraska Office of Aging|Statement of Activity|2002-06-03|2002-06-04|$25.00|PAID|||2002-06-18|
757|Kilgarin|Karen|NE State Education Association|Statement of Activity|2002-06-03|2001-06-10|$175.00|RED/PAID|$25.00|2002-06-26|2002-06-26|
